prompt,output
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting. Conversation:  Apprentice: I actually used to cheerlead for a while in high school.  It is a lot harder than it looks  Wizard: I agree 100 percent. Cheerleading not only includes chanting slogans but involves lots of physical activity.  Apprentice: Yes, and a lot of people do not know how dangerous it can be.  Not just the normal wear and tear, but injuries can be pretty bad",<pad> Apprentice: I think cheerleading is a lot harder than it looks.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: green is a cool color.  Wizard: It really is! It's also between blue and yellow.  Apprentice: Yea mixing those two gives green so it makes sense","<pad> Wizard: I'm not sure why you're asking, but green is a cool"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience. Conversation:  Apprentice: Elvis presley was ahead of his time and really brought in a new era of music  Wizard: I loved Elvis! I saw him in concert when I was 11. He was born Elvis Aaron Presley in January of 1977 and not only was a singer but also was an actor and musician.  Apprentice: He was amazing, didnt he have the title the king of rock or something?","<pad> Elvis Presley was born in January of 1977 and was a singer, actor and musician."
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Campaigns initiated in his lifetime include those against the Qara Khitai, Caucasus, and Khwarazmian, Western Xia and Jin dynasties. Conversation:  Apprentice: Do you know much about Genghis Khan? hes a really interesting figure.  Wizard: Yeah, he was the Great Khan and he was born in 1162.  Apprentice: Oh where did he orginate? Somewhere in china?","<pad> Wizard: Yes, he was born in 1162 in China. He was the Great Khan"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The maximum score is 300, which is achieved by getting 12 strikes in a row. Conversation:  Wizard: Bowling is considered a ""throwing sport"".   Apprentice: I like bowling but I don't go bowling often. What about you?  Wizard: I do. I get turkeys a lot. That's three consecutive strikes.  Apprentice: I never heard of this term. What else do you know about bowling?",<pad> Wizard: Bowling is a sport. It's a game where you have to
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: I just love the color green!  Wizard: I've heard of that color! Green is between yellow and blue on the visible spectrum.  Apprentice: Oh? What's the visible spectrum? Is that the same thing as the color spectrum?","<pad> Wizard: No, the visible spectrum is the one that shows the colors in the world.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature. Conversation:  Wizard: I am a big fan of the Harry Potter series of books.  Apprentice: I love them too, the movies are even more captivating  Wizard: Yes, I was very sad after the Deathly Hallows was released in 2007  Apprentice: Why were you sad? I'm not sure I have read that one though, but I bet it should be alright",<pad> Wizard: I'm a big fan of the Harry Potter series of books. Apprentice:
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The word ""ski"" is one of a handful of words Norway has exported to the international community. Conversation:  Wizard: You know, I hate skiing. I once had a girlfriend take me skiing. It was wet, and cold, and the line for the lift seemed a mile long.  Apprentice: i went skiing once and fell so many times i think it was a new record  Wizard: You know, ""ski"" is a Norse word. I think that explains a lot. Vikings like painful hobbies.  Apprentice: yes, The word ‘Ski’ is derived from the Norwegian word ‘skíð’ which means a split piece of wood.",<pad> Wizard: I hate skiing. I once had a girlfriend take me skiing. It was we
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The team with the most points at the end of a game wins. Conversation:  Wizard: I love football! In college I would go to the game nearly every Saturday. Our team would win quite often.  Apprentice: I like football pretty well. My college team is The University of South Florida Bulls.  Wizard: Don't they have a large rivalry with UCF that started in 2005?  Apprentice: Yep. The so-called ""War on I-4.""",<pad> Wizard: I'm a big fan of football. My college team is The University of
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience. Conversation:  Apprentice: I think Elvis Presley was not as good as Buddy Holly  Wizard: oh really? But Elvis is know as the ""King of Rock and Roll""  Apprentice: True, but that is really just because he was first","<pad> Elvis Presley's music career began in 1954, recording at Sun Records with producer Sam Phillip"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States. Conversation:  Wizard: Gun and Roses are my favorite artist American hard rock band from Los Angeles, California, formed in 1985.  Apprentice: That's an good choice of band! They are an absolute classic, and have so many hits. Did you know they are still together? That means they've been together for 33 years!  Wizard: They are high achievers who had released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States.  Apprentice: That's a tremendous amount! I'm more of a fan of AC/DC myself, although they have only sold 63 million as opposed to 100 million. I am more of a fan of their earlier stuff, where the main vocalist at the time was Bon Scott. It's very different from the rest of their stuff since then.",<pad> Wizard: I'm a big fan of Gun and Roses. They are an American
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school. Conversation:  Apprentice: I once thought about becoming a neurosurgen, but you probably have to go to school for a long time.  Wizard: Yes, being a neurosurgeon, or aka a brain surgeon, does require many, many years of education.  Apprentice: Being a neurosurgeon also seems like a very stressful job that not everyone could do!","<pad> Apprentice: I've always wanted to be a neurosurgeon, but I'm"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It is owned by Facebook. Conversation:  Apprentice: I am on instagram and love to see all the cool pics everyone posts  Wizard: I post pictures of my son on Instagram all the time! Such a cool photo-sharing app  Apprentice: Instagram makes it easy to keep up with what family and friends are doing ",<pad> Apprentice: I am on Instagram and love to see all the cool pics everyone posts. Wizard:
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Stocks can be categorised in various ways. Conversation:  Wizard: Do you hold any share on the stock exchange?  Apprentice: I don't currently but I have been interested in partaking. Do you own any shares?  Wizard: I have some investments in mutual funds, but not in individual shares.  Apprentice: Do you find that you get a pretty good return?","<pad> Wizard: Yes, I think I get a pretty good return.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The team with the most points at the end of a game wins. Conversation:  Wizard: I like to watch American football, not to be confused with soccer. Sometimes it is referred to as gridiron.  Apprentice: Gridiron?  I never heard that before.  That is quite interesting.  When did football start?  Wizard: The first game was played on November 6, 1869 between 2 college teams.  Apprentice: Wow!  I didn't realize the game was that old!  When did the NFL start?","<pad> The first game was played on November 6, 1869 between 2 college teams.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature. Conversation:  Wizard: Have you read the series of novels by J. K. Rowling? The Harry Potter Books  Apprentice: I haven't, what are they about? Are they good?  Wizard: The novels are about a young wizard, Harry Potter and his friends  Apprentice: I think I've heard of that before, weren't they made into movies?",<pad> Harry Potter books are good.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide. Conversation:  Apprentice: Do you like Harry Potter? I have to admit I have not read any books or seen any of the movies.  Wizard: I have seen a couple of the movies when I was younger, im not a huge fan though! Everyone seems to love the series, i know it was produced by J.K Rowling.  Apprentice: I vaguely know the characters and storylines, mostly from friends and family who are fans.","<pad> Apprentice: I've heard about the books and movies, but I haven't read"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The emotional ""pain"" of a broken heart is believed to be part of the survival instinct. Conversation:  Apprentice: I've had my heart broken a few times, how about you?  Wizard: I had my Heart broken more than a few times, no doubt. Especially on Valentine's Day.  Apprentice: That's a rough day for it. I had my heart broken once by a girl because her sister was jealous of us. Her sister claimed that she and I had a thing and my giriflriend (at the time) believed the lie.","<pad> Apprentice: I've had my heart broken a few times, how about you? Wizard"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The paramedic role is closely related to other healthcare positions, especially the emergency medical technician role, with paramedics often being a higher grade role, with more responsibility and autonomy. Conversation:  Apprentice: I admire paramedics so much. They are vital to our medical care.  Wizard: Yes I feel grateful for all of the EMS workers who work on an ambulance. They must see some crazy things.  Apprentice: Yes, me too. I wanted to be a paramedic but felt I would struggle to maintain the level of calm they have to.",<pad> Apprentice: I admire paramedics so much. They are vital to our medical care.
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia. Conversation:  Wizard: Do you like the series the Walking Dead?  Apprentice: I love it!  Do you?  Wizard: Yes, I am a big fan of Andrew Lincoln who plays the lead character.  Apprentice: Oh, yes, Rick! He does a great job portraying that role. How did you feel about how they handled Rick's son, Carl, on the last season?",<pad> Apprentice: I think it was a good idea.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Practitioners of accounting are known as accountants. Conversation:  Apprentice: I am aspiring to be an accountant. I want to know more about accounting   Wizard: Accounting has been called the ""language of business.   Apprentice: I see. What course do i need to take to become an accountant? ",<pad> Apprentice: I want to be an accountant. I want to know more about accounting. Wizard:
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Most forms of competitive gymnastics events are governed by the Fédération Internationale de Gymnastique (FIG). Conversation:  Wizard: I have often watched the Olympics and love gymnastics.  It's a sports that requires balance, strength, flexibility and control.  Do you like gymnastics?  Apprentice: yes I like gymnastics  Wizard: Gymnastics started off by ancient Greeks that evolved into what we see today.  It included skills for mounting and dismounting a horse.  Apprentice: Can you tell me more about it?","<pad> Wizard: Gymnastics is a sport that requires balance, strength, flexibility and control. Do"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The paramedic role is closely related to other healthcare positions, especially the emergency medical technician role, with paramedics often being a higher grade role, with more responsibility and autonomy. Conversation:  Apprentice: I love my job as a paramedic.  Wizard: I believe paramedics are essential health professionals  Apprentice: Thank you. So many people tend to look down on me because I am not a doctor.",<pad> Apprentice: I think that's true. I think that paramedics are essential health
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot. Conversation:  Apprentice: I used to be really into bowling.  Wizard: bowling is a fun sport though im bad at rolling the ball  Apprentice: I was really bad at it and then I got lessons and got decent at it.",<pad> Apprentice: I used to be really into bowling. Wizard: Bowling is a fun
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot. Conversation:  Apprentice: I really enjoy bowling!  I am not good, but try!  Do you bowl?  Wizard: I haven't in a long time, it is pretty tough. I wonder how much those guys practice to be able to score a 300, which you need 12 strikes in a row to do!  Apprentice: 12 strikes in a row seems impossible!  How do they curve the ball?",<pad> The Wizard doesn't bowl anymore.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island. Conversation:  Wizard: Hi, my wife is from Ireland, the island in the North Atlantic!  Apprentice: Oh, nice. I have always wanted to go there! It has an amazing history, doesn't it?  Wizard: It is the second largest island in the British Isles, which means it has always attracted  a lot of attention!  Apprentice: Yes, it's a prominent place with a lot of really cool people in the United States who have Irish heritage as well. ","<pad> Wizard's wife is from Ireland, the island in the North Atlantic. Apprentice has always wanted"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It stocks 7,000 candies from around the world. Conversation:  Wizard: Have you ever heard of Dylan's Candy Bar? It's a great candy shop that started in New York, and now is in different cities.   Apprentice: I have heard about it. I bet it has delicious treats. Who started it?  Wizard: It was actually started by Dylan Lauren, the daughter of the American fashion designer Ralph Lauren.   Apprentice: That's interesting. I wonder what gave her the idea to start it?","<pad> Dylan Lauren, the daughter of the American fashion designer Ralph Lauren, started Dylan's Candy Bar"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature. Conversation:  Wizard: Harry Potter is such an awesome book series that was created by JK Rowling  Apprentice: Yes it is!  She is an amazing author.  Did you read them all?  Wizard: Yes they were awesome.  All of the characters including Ronald Weasley, Hermione Granger, and Harry Potter made it all thrilling.  Which is your favorite character?  Apprentice: I like Ronald!  Which is yours?",<pad> Harry Potter</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal. Conversation:  Apprentice: Hi, I enjoy playing casual games of football with my son. Do you like football, as well?  Wizard: I'm not a huge fan of football but I do keep up with the American team The Saints. Do you have a favourite team?  Apprentice: The Ravens... They represent my home town.",<pad> Apprentice: The Ravens. They represent my home town.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings. Conversation:  Apprentice: I really do not like skiing but I wish I did.  Do you know anything about the sport?  Wizard: I know that it can be used for transport, or recreational activites, and even a competetive sport  Apprentice: Do you know when the activity was invented?","<pad> The activity was invented in Scandinavia, but it may have been practiced more than 100 centuries ago"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Campaigns initiated in his lifetime include those against the Qara Khitai, Caucasus, and Khwarazmian, Western Xia and Jin dynasties. Conversation:  Apprentice: My roommate loves Genghis Khan  Wizard: The Genghis Khan who founded the Mongol Empire?  Apprentice: Yes! He admires his strength",<pad> Apprentice: My roommate loves Genghis Khan.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The hot dog's cultural traditions include the Nathan's Hot Dog Eating Contest and the Oscar Mayer Wienermobile. Conversation:  Wizard: I really love hot dogs, in case you didnt know they are a type of delicious sausage sandwich served between a bun and usually topped with mustard or ketchup.   Apprentice: what kind of hotdogs?  Wizard: If your asking how many types there are,They usually include the corn dog or a pig in a blanket.  Apprentice: i meant more like beef or polish but that works! they are all good",<pad> Wizard: I love hotdogs. They are a type of delicious sausage sandwich served between
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The team with the most points at the end of a game wins. Conversation:  Wizard: I used to play American football in high school in an offense position  Apprentice: wow thats interesting.  I was a cheerleader and enjoyed watching the games through that  Wizard: I see cheerleading as an important part of competition. It boosts my motivation to play harder. Cheerleaders do indeed engage in intense physical activity  Apprentice: awesome alot of people don't support us or think what we do isn't important so it's nice to hear that.  So tell me more what an offensive lineman does",<pad> Wizard used to play American football in high school in an offense position. Apprentice was a cheer
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By that time, he had amassed a large online following and collaborated with several prominent artists in the hip hop industry, including The Game, Busta Rhymes, and Snoop Dogg. Conversation:  Wizard: Hello, do you like rap music? if yes then you must know the American songwriter and rapper Kendrick Lamar  Apprentice: I have heard of Kendrick Lamar, but I am not a big rap fan.  What are some of Kendrick Lamar's songs?  Wizard: His first which was made available in 2010 is called Overly Dedicated  Apprentice: I don't think I've heard that.  Has he won any awards?",<pad> Kendrick Lamar has won several awards for his music.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: Green is halfway between blue and yellow.  Apprentice: really?  equal parts blue and yellow - is that what you mean?  Wizard: I mean it is halfway between those on the visible spectrum. The largest creator of green in nature is the chemical chlorophyll.   Apprentice: oh yeah on the 'wheel' thing, right? I didn't know what caused green in nature - that's a cool fact!","<pad> Wizard: Yes, it is.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: In modern times, it is mainly a competitive sport and recreational activity. Conversation:  Apprentice: I've been thinking about trying out some archery.  Wizard: Archery is the sport, practice or skill of using a bow to propel arrows  Apprentice: What else may I need to know about it before trying it out?",<pad> Apprentice: I've been thinking about trying out archery.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature. Conversation:  Wizard: I liek reading, especially Harry Potter. Have you read it?  Apprentice: I have never read that. I do not read much anymore.  Wizard: Ah, well, Harry Potter is a fantasy series created by J.K. Rowling. It's pretty popular  Apprentice: I have seen part of one of the movies.",<pad> Harry Potter is a fantasy series created by J.K. Rowling. It's
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: In the United States, a neurosurgeon must generally complete four years of undergraduate education, four years of medical school, and seven years of residency (PGY-1-7). Conversation:  Wizard: Last year i performed what is known as a brain surgery (which is often colloquially neurosurgery) on a patient with Multiple Sclerosis  Apprentice: Wow,  that is impressive. How did it come out, did it help the patiennt?  Wizard: MS(Multiple Sclerosis) is a demyelinating disease in which the insulating covers of nerve cells in the brain are damaged, unfortunately we did not fully cure him though made it a lot easier for him    Apprentice: It sounds like a debilitating disease, good to hear there is treatment ","<pad> Wizard: Yes, it is a debilitating disease. It is called Multiple S"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Practitioners of accounting are known as accountants. Conversation:  Apprentice: I am an accountant. I like to work with numbers.  Wizard: It is called the language of business because lots of people work with numbers, but especially you.  Apprentice: Yes, I like to balance ledgers and wear my green visor. I don't wear a pocket protector though.",<pad> Apprentice: I'm an accountant.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: I just painted my room! all green i love that color? how about you? green or no gree?  Wizard: Yes, I like the colour green, but I prefer blue.   Apprentice: Thats a cool choice! i was in a psychology class and learn that green is a lively color, and it symbolizes renewal and growth. you know what blue symbolizes?","<pad> Green is a lively color, and it symbolizes renewal and growth. Blue symbolizes stability"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues. Conversation:  Wizard: I wasn't around when Elvis Presley was alive, but I love his music.  Are you an Elvis fan?  Apprentice: I haven't listened to that many of his songs but I do like his dance moves. Personally I prefer Johnny Cash over Elvis.  Wizard: Johnny Cash is one of the best-selling music artist of all time, he sold 90 million records!  Do you think you could be an Elvis impersonator?  Apprentice: Not at all, I can't do accents very well and my hips don't move like that.",<pad> Apprentice: I'm not sure I could do that.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Most forms of competitive gymnastics events are governed by the Fédération Internationale de Gymnastique (FIG). Conversation:  Wizard: have you ever watched gymnastics? It's a sport that requires balance strength flexibility and agility.  I do not have that skill set haha  Apprentice: Oh gosh, me either! But I love watching gymnastics during the Olympics. Those athletes are incredible!  Wizard: They are so good!! Gymnastics actually evolved from exercises that the Greeks used  Apprentice: Really? The Greeks were flipping over bars 10 times rapidly for fun? I didn't know that!","<pad> Wizard: Yes, gymnastics is a sport that requires balance strength flexibility and agility. I"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Different cultures define different dates as the start of winter, and some use a definition based on weather. Conversation:  Apprentice: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?   Wizard: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!  Apprentice: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move? ",<pad> Wizard: I'm not sure. I'm not sure I can live with it.
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting. Conversation:  Apprentice: I used to be a cheerleader in high school, it was really fun.  Wizard: Oh really? Were you varsity level? Cheerleading must be some fantastic encouragement for the repsective team!  Apprentice: Oh no I wasn't, just at school, I quit before it got really serious. Cheerleading is also a sport of its own!","<pad> Apprentice: Yeah, I used to be a cheerleader in high school. It was really"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles. Conversation:  Apprentice: Did you ever get into nickelback? I never minded them, but they seem very hated for some reason  Wizard: Never really got into them but they are a Canadian rock band. They formed around 1995.   Apprentice: Oh, I did not know they were around that long, or even from canada","<pad> Wizard: Yes, they are a Canadian rock band. They formed around 1995.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The group has established a dedicated following called Juggalos numbering in the ""tens of thousands"". Conversation:  Wizard: my favorite band is insane clown posse. They are American hip hop duo  and the singer of Violent J (Joseph Bruce) and Shaggy 2 Dope  Apprentice: That's cool when was the band formed?  Wizard: It is founded in Detroit in 1989. And they  performs a style of hip hop known as horrorcore   Apprentice: Is Shaggy 2 same as the popular Jamaican musican shaggy?","<pad> Wizard: No, Shaggy 2 is a different artist.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: I love the color green. It is my favorite color!  Wizard: Does the color green make you think of certain foods?   Apprentice: It actually does. Vegetable of course, like broccoli and spinach.",<pad> Apprentice: I love the color green. It is my favorite color! Wizard: By far the
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Campaigns initiated in his lifetime include those against the Qara Khitai, Caucasus, and Khwarazmian, Western Xia and Jin dynasties. Conversation:  Apprentice: Genghis Khan was on of the greatest leaders of all time.  Wizard: He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.  Apprentice: I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162","<pad> Genghis Khan was the Great Khan and the founder of the Mongol Empire, the largest"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: ""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade. Conversation:  Wizard: More then life I love a little Canadian rock band that goes by the name Nickel back. I know you love them as well.   Apprentice: Ha! That's some optimism right there ;-) Favorite song?  Wizard: How can you pick one. guitarist and lead vocalist Chad Kroeger is a god among men.   Apprentice: Your dedication is admirable! And it's good to know the band has some defenders against what has become a cultural backlash against the band <ducks for cover>",<pad> Wizard: I love Nickelback. I know you love them as well. What is your favorite
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Together they struggle to survive and adapt in a post-apocalyptic world filled with walkers and opposing groups of survivors, who are often more dangerous than the walkers themselves. Conversation:  Apprentice: Have you ever seen The Walking Dead?  Wizard: The American post-apocalyptic series? The one based on the comic book series by Robert Kirkman? Yes I love it! How about you?  Apprentice: I watch it every week, one of my favorite tv shows.",<pad> Apprentice: I've never seen it. It's one of my favorite shows.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The standard dialect moved from the Kansai region to the Edo (modern Tokyo) region in the Early Modern Japanese period (early 17th century–mid-19th century). Conversation:  Wizard: I've taken Japanese language classes in the past, but I can really only read English loanwords these days. I've forgotten most of the Hiragana and Kanji.  Apprentice: That's really interesting! What made you decide to learn Japanese?  Wizard: Well I would love to say that it was because I took a class on Japanese history and prehistory... but in reality, it's because I was sleeping with the Japanese professor.  Apprentice: Wow, that's inappropriate!","<pad> Wizard: I'm sorry, but I'm not sure I can speak Japanese. I"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: MABs from newspapers, other media outlets, universities, think tanks, advocacy groups, and similar institutions account for an increasing quantity of blog traffic. Conversation:  Wizard: I'm a blogger,I do discrete, often informal diary-style text entries on the website  Apprentice: That sounds interesting and fun.  What do you blog about and how long have you been doing that for?  Wizard: I do what we call the multi-author blogs"" (MABs) ,popularised in 2010.A combined effort from various blogger authors  Apprentice: I didn't even know those existed!  I thought blogging was more of a solo effort.  Do you like to work with other authors?",<pad> Wizard: I do. I do what we call the multi-author blogs (MABs
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues. Conversation:  Wizard: Elvis Aaron Presley was such a talented Singer and actor.  Apprentice: That's putting it lightly, ah thankyaveramuch. I didn't actually know he was an actor though. What was he in?  Wizard: He had a series of successful network television shows including a movie called Speedway!  Apprentice: Kinda not surprising. Justin Timberlake is kind of the same way: acting career on top of a pretty successful music career. Where was Elvis from?","<pad> Elvis Aaron Presley was from Memphis, Tennessee.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: My favorite color is green! Do you like the color?  Wizard: Its great, green is made wtih blue and yellow  Apprentice: Right! And Green is an important component of the RGB color model.",<pad> Apprentice: I like green.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It is owned by Facebook. Conversation:  Apprentice: I use instagram a lot. I think it's a good way to see what friends are up to.  Wizard: is that the internet based photo-sharing app that allows users to share pictures and videos either publicly or privately to followers ?  Apprentice: Yes it is. Do you know when it was created?","<pad> Apprentice: Yes, it was created in 2010 by Evan Spiegel and Bianca Jagger."
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Games have historically inspired seminal research in the fields of probability, artificial intelligence, economics, and optimization theory. Conversation:  Wizard: I've always found the topic of game design intriguing, especially with all the genres and mediums of games that now exist. The rules seem to differ a lot as well  Apprentice: thanks lets talk  Wizard: Some of my favorite video games growing up were adventure games because they combine both the narrative-style of storytelling along with puzzle-solving and exploring different arenas. Do you have a type of game you enjoy?  Apprentice: when was the principle of game design invented?",<pad> Wizard: It was invented in the late 1800s. It was a combination of the principles
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting. Conversation:  Apprentice: I used to love watching cheerleading back in college.  Wizard: Yes it's good to cheer for one's  team as a form of encouragement.  Apprentice: I agree, have you ever been a cheerleader?","<pad> Apprentice: No, I've never been a cheerleader.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: He practiced criminal law for about a decade and served in the House of Representatives in Mississippi from January 1984 to September 1990. Conversation:  Apprentice: What are some of John Grisham's movies?  Wizard: I'm not quite sure but to my knowledge John Grisham was a writer, he might've been making movies too, that I don't know.  Apprentice: Do you read any of his books?","<pad> John Grisham was a writer, he might've been making movies too"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Since the release of the first novel, ""Harry Potter and the Philosopher's Stone"", on 26 June 1997, the books have found immense popularity, critical acclaim, and commercial success worldwide. Conversation:  Apprentice: I like reading. Harry Potter is one of my favorites  Wizard: It is such a great work. i commend the British author J. K. Rowling on this. I love every part of the series.   Apprentice: Me, as well! It's such a long, intricate story. I'm blown away by her accomplishment. ",<pad> Harry Potter and the Philosopher's Stone was released on 26 June 1997.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: There are a variety of established methods of animals training, each with its adherents and critics. Conversation:  Wizard: I always wanted to learn how to train dogs. A dog learns from interactions it has with its environment  Apprentice: I love dogs but I am not good at training them.   Wizard: It's just there are so many established methods of animals training and each with its adherents and critics so it's hard to choose  Apprentice: I see. So there are many different methods. Can you tell me more about dog training?","<pad> Wizard: There are many established methods of animals training, each with its adherents and"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Bicycles were introduced in the 19th century and now number approximately one billion worldwide. Conversation:  Apprentice: I love cycling ,especially as a race!  Wizard: Wow ! I prefer the BMX racing is a type of bicycle racing.  Apprentice: What other type of bike so you use?",<pad> BMX</s>
