,episode_idx,topic,round,message,response,knowledge,gold,Q2
767,767,Skiing,3,Yep. I started skiing when I was very young and I've skied every year since. ,Hearst's wife refused to give him a divorce.,The first depiction of a skier with two ski poles dates to 1741.,Do you use long skis and poles? I do. Skiers a long time ago would use one pole haha,0.0
771,771,Medical billing,3,"But doesn't health insurance only cover so much, or is there insurance out there that covers it all",The epistolary novel Hyperion,"For several decades, medical billing was done almost entirely on paper.",Well it's normally a small fraction versus the whole bill.,0.0
773,773,Kurt Cobain,4,yea really shook up the scene,"Lenglen was paid US$50,000 by American entrepreneur Charles C. Pyle to","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","i didn't even know he struggled with a heroin addiction, that definitely doesn't help",0.0
775,775,Green,3,Yea mixing those two gives green so it makes sense,Pat Riley was head coach of the New York Knicks starting with the 1991-92 season,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,It is a mixture of yellow and blue in subtractive color systems though.,0.0
776,776,Elvis Presley,3,"He was amazing, didnt he have the title the king of rock or something?",Alicia Keys' first studio album Songs in A Minor was released in June 2001.,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","He was called the ""King of Rock and Roll"" or some just call him ""The King"" and he was one of the biggest icons of the 20th century.",0.0
787,787,Stock market,4,Do you find that you get a pretty good return?,"Kovacs lost control of his Chevrolet Corvair station wagon while turning quickly, and crashed",no_passages_used,"It depends on various factors, but I find that the holding period is most important. You have to be able to stick it out through economic swings.",0.0
788,788,American football,4,Wow!  I didn't realize the game was that old!  When did the NFL start?,Larsson scored his first ever FA Premier League goal on 31 January in a 4-0 win,no_passages_used,I am actually not sure of that. I do know it evolved in the United States.,0.0
790,790,Harry Potter,3,"I vaguely know the characters and storylines, mostly from friends and family who are fans.",Ziaur Rahman became the 7th President of Bangladesh on 21 April 1977. Years of,Universal Orlando is the second-largest resort in Greater Orlando after Walt Disney World Resort.,"My husband is a big fan, it mainly follows Harry who is a wizard, along with his friends. They all attend the hogwarts school",0.0
796,796,Paramedic,3,Thank you. So many people tend to look down on me because I am not a doctor.,LeMond founded LeMond Bicycles to develop machines for himself that would also be,"Allied health professions are health care professions distinct from nursing, medicine, and pharmacy.","well you are in the allied health care team, without you guys the chain of health delivery would not even happen",0.0
804,804,Genghis Khan,3,Yes! He admires his strength,Toussaint was born in 1938 in New Orleans.,He was buried in an unmarked grave somewhere in Mongolia.,He united many of the nomadic tribe of Northeast Asia.,0.0
806,806,American football,4,awesome alot of people don't support us or think what we do isn't important so it's nice to hear that.  So tell me more what an offensive lineman does,"He recorded several duet albums for ECM, including 1972's Crystal Silence. They","Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).",Mainly running as fast as he can. I take my inspiration from Jake Long who was a former offensive tackle in American football history,0.0
807,807,Kendrick Lamar,4,I don't think I've heard that.  Has he won any awards?,Kendrick Lamar has won several awards.,"It debuted at number two on the US ""Billboard"" 200 chart and was later certified platinum by the Recording Industry Association of America (RIAA).","He worked with prominent artist like The Game, Busta Rhymes, and Snoop Dogg",0.0
810,810,Harry Potter,4,I have seen part of one of the movies.,The New York Dolls developed an original style of hard rock that presaged both punk,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Oh, it's great! It really brings the books to life. It generally revolves around the struggle between Harry Potter and Lord Voldemort (plus his lackeys)",0.0
813,813,Green,3,"Thats a cool choice! i was in a psychology class and learn that green is a lively color, and it symbolizes renewal and growth. you know what blue symbolizes?",Safin held the No. 1 ATP ranking for 9 weeks during 2000 (making him,"The Green Bay Packers are a professional American football team based in Green Bay, Wisconsin.",I don't but I think that the colour blue might symbolize cold and calm?,0.0
815,815,Gymnastics,4,Really? The Greeks were flipping over bars 10 times rapidly for fun? I didn't know that!,"Hackett's movie career began in 1950 with a 10-minute ""World of",Competitive artistic gymnastics is the best known of the gymnastic events.,haha not bars no! But it actually came from them doing drills on mounting horses and circus performance!,0.0
823,823,The Walking Dead (TV series),3,"I watch it every week, one of my favorite tv shows.",Hardy defeated Rob Van Dam to prevent Van Dam from receiving a match for the T,Grimes reunites with his family and becomes the leader of a group he forms with other survivors.,My favorite character is Rick Grimes played by Andrew Lincoln. How's yours?,0.0
824,824,Japanese language,4,"Wow, that's inappropriate!","De La Soul's debut album, 3 Feet High and Rising, released in 1989,",This imperial dynasty continues to reign over Japan.,"But to be fair, I did also take a class on the History of Japan. It was neat to learn about the Japanese archipelago since prehistoric times.",0.0
826,826,Elvis Presley,4,Kinda not surprising. Justin Timberlake is kind of the same way: acting career on top of a pretty successful music career. Where was Elvis from?,Bruce got his start in a local wrestling promotion. Rudy Hill got him booked in ,"Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.","He was born in Tupelo, Mississippi but later relocated to Memphis, Tennessee with his family when he was 13/",0.0
828,828,Instagram,3,Yes it is. Do you know when it was created?,"Mies van der Rohe designed and built the Farnsworth House, a weekend",It is owned by Facebook.,It was created in October of 2010 by Kevin systrom and Mike Krieger and it originally launced exclusively for the iOS operating system,0.0
831,831,John Grisham,3,Do you read any of his books?,"John Grisham was a writer, he might've been making movies too","Benjamin McLane Spock (May 2, 1903 – March 15, 1998) was an American pediatrician whose book ""Baby and Child Care"" (1946) is one of the best-sellers of all time.","I never have but I heard his books have been translated into 42 languages, I think he's a popular author.",0.0
832,832,Harry Potter,3,"Me, as well! It's such a long, intricate story. I'm blown away by her accomplishment. ","Riley played basketball for Linton High School in Schenectady, New York.","They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Her books  won multiple awards, and sold more than 400 million copies.",0.0
834,834,Cycling,3,What other type of bike so you use?,"Waldron worked frequently with Charles Mingus from 1954 to 1956, as part of the latter",no_passages_used,"I also use the tricycles, quadracycles, recumbent and similar human-powered vehicles ",0.0
843,843,Accounting,4,You sound like you have a lot of experience.  What is your favorite aspect of accounting?,Nieuwendyk scored 14 goals and 32 points in 52 games with the Stars,"Management accounting principles (MAP) were developed to serve the core needs of internal management to improve decision support objectives, internal business processes, resource application, customer value, and capacity utilization needed to achieve corporate goals in an optimal manner.","My favorite part about management accounting is that as a manager, I use accounting information to better inform myself on what is going on within the company before making decisions that will better the future of the company.",0.0
844,844,Ireland,3,Is Ireland part of the UK?,"Donovan played for the first Baltimore Colts, who folded after his rookie season in",Ireland is the third-largest island in Europe.,yes in fact It is separated from Great Britain to its east by the North Channel,0.0
846,846,American football,4,I didn't know that. I have always wondered where and how the game got started. It can be a dangerous game though.,"John Paul Getty III was kidnapped in Rome on July 10, 1973, and","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","Yes, it can be. College football is considered the second tier of American football in the U.S.  I'm a Wolverines fan myself - Go Blue!",0.0
850,850,Cardigan (sweater),3,One of my favorite cardigans I got from American Eagle. I like cotton because wool is itchy to me.,"It was announced in February 2016 that Pink will cover a Beatles song, ""Lucy in","The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava during the Crimean War.","I meanly wear pull over ,you know the one without buttons that one can pull over the head. Hence the name pull over",0.0
852,852,Kurt Cobain,4,"Oh I see, I think I have heard of him. What are his famous songs or albums?",Ryan is an avid hockey fan and has developed a notoriety of being a band,"After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).","he was the singer for Norvana, their album Bleach was released in 1989",0.0
855,855,Broken heart,4,i did not know that either tell me more,Lysacek placed second at the 2005 Skate America.,"The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.","Well, some experts believe that the emotional pain of a broken heart is part of humans' survival instinct! Can you guess why?",0.0
857,857,Green,3,"interesting i dint think it had anything to do with blue, i love the color green because it reminds me of nature",Divac and former teammate Predrag Danilovic took over their former club KK,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",the light which it evokes has a dominant wavelength of roughly 495570 nm,0.0
865,865,Instagram,4,Sounds like a lot of fun! Is it easy to use the application or website?,"Andrew Farriss convinced his fellow Davidson High School classmate, Michael Hutch","Bow Wow Wow are an English 1980s new wave band, created by Malcolm McLaren.",It is easy to use. I also find lots of U2 pop album music there. ,0.0
868,868,Green,3,it is also a sign of life like gress or leaves,Zhang Heng's mechanical inventions influenced later Chinese inventors such as Yi X,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,"In nature, green is a sign of chlorophyll.",0.0
873,873,Kurt Cobain,3,"Yes, he was!  His music was wonderful and his loss was one of many musician tragedies.","Brian Molko and Stefan Olsdal met by chance in 1994, in London,","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","Cobain was born in Aberdeen, Washington",0.0
879,879,Accounting,3,It is quite interesting. My sister-in-law is an accountant. She works for a big company.,1956,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",That can be daunting with all those numbers to crunch but financial reporting is important since that is basically a synonym for accounting.,0.0
889,889,Nickelback,3,oh so you are not a fan? I think the music is ok.  I only mentioned them because they have sentimental value to me as I met my wife at their concert.  I was given free tickets in work and decided to go and accidently met the woman I later fell in love with.,He was a factory worker.,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",Rock music of Canada is a wide and diverse part of the general music of Canada,0.0
894,894,Genghis Khan,4,"He swept through the place though and annihilated everyone, he was quite impressive with his scale and speed",The Silesian State Philharmonic in Katowice held a concert devoted entirely to,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",Yep. He had a lot of large scale massacres of civilian populations.,0.0
896,896,Kurt Cobain,4,"For the life of me I can't think of any song titles, but I know I have heard some.",Wizard: I'm sure you have heard some of Kurt Cobain's songs,"On April 8, 1994, Kurt Cobain, the lead singer of the grunge band Nirvana, was found dead at his home, located at 171 Lake Washington Boulevard East in Seattle, Washington.","You probably heard ""Smells Liek Teen Spirit"", it was their big hit. ",0.14285714285714288
899,899,Kurt Cobain,4,which is your favorite song sung by him?,Lecter does not fit any known psychological profile.,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American singer, songwriter, and musician.",Not sure cobain had so many good songs on Nirvana,0.0
902,902,Ireland,4,Do you know why there are conflicts/,"Zappa formed a new version of the Mothers (from then on, he","As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",The island has a enormous amount of vegetation. But the climatic condition varies a lot.,0.0
907,907,Hunting,4,"I am in full support if it is done for food, and to use every part of the animal, but not for recreation","Dita has performed in adult and mainstream films. In her early years, she appeared in","Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.","Hunting advocates state that hunting can be a necessary component of modern wildlife management, ",0.0
914,914,Irish coffee,3,"I have, I thought I came up with it, turns out; I just have a drinking problem. ","Lew was born in Brookville, Indiana. He was the second of four sons born","Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","Well it depends on how much whisky you pour lol, I like my Irish coffee strong.",0.0
916,916,Bowling,3,"I know!  I love it when I just knock one down - LOL!!  My kids want to WIN, I just like playing.","Tittle threw the ball from a sidearm, almost underhand position, something","In pin bowling variations, the target is usually to knock over pins at the end of a lane.","Since it is one of the major throwing sports, it is a lot loke the javelin throw.",0.0
919,919,Bowling,3,"Thats not so bad, What kind of bowling ball do you use, any suggestions? ","White replaced original Oasis drummer Tony McCarroll in May 1995 and was immediately """,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,I only have used the bowling balls provided at the bowling alley. Most of the time I use the 12lb ball. Most of the time I hold the ball in the palm of my hand when I throw it.,0.0
921,921,Bodybuilding supplement,3,Meat and wine as supplements? Sign me up.,Flav came to prominence as a founding member and hype man of the rap group Public,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.","Haha, yeah I know right.! But if you wanted to try something else that is less protein, there are a variety of herbal concoctions and tonics available on the market. In fact these have also been used for centuries by ancient athletes to increase their strength and stamina",0.0
924,924,Green,4,yes of course emeralds are really pretty.,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at","Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",Emeralds have a classification of toughness as poor.,0.0
925,925,Hot dog,4,"yes I am an Agricultural Business student, I dont know how to start it up in United state",Wizard: Well I am a big fan cooked sausage in a general term. Apprentice:,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",You can read about stuffs like that and the government bodies like the FDA n overseeing poultry production,0.0
926,926,Accounting,4,That is a long time ago!,Cohan appeared in 1930 in a revival of his tribute to vaudeville and his,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Yea that surprised me also. Accounting is also known as the ""language of business"". It conveys financial information to management, creditors, and investors about an entities position",0.0
929,929,Kurt Cobain,3,I've heard a few of his songs but not a huge know it all about anything of his,"Merman was married and divorced four times. Her first marriage, in 1940, was to","Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters?,0.0
930,930,Green,3,I always find this interesting. What else can you tell me about the color green?,Shen Kuo was born in Qiantang (modern-day Hangzhou) in,Photosynthesis is a process used by plants and other organisms to convert light energy into chemical energy that can later be released to fuel the organisms' activities (energy transformation).,"Well, I can tell you that most plants in nature are green, due to photosynthesis.",0.0
933,933,Auto racing,3,What is the best kind of race car?,"Seabiscuit was injured during a race. Woolf, who was riding him, said",The regulations governing the cars are unique to the championship.,"When it comes to auto racing and motorsports, the fastest automobiles are usually formula 1 cars",0.0
940,940,Green,4,Why are plants green?,The color green is between blue and yellow on the visible spectrum.,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",They're green mainly because of chlorophyll  ,0.18181818181818182
942,942,Accounting,4,What is it about being an accountant that you enjoy?,The album was originally released as a European exclusive through Lost & Found Records.,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",It is that feeling you have when you do the financial reporting. And to let you know accounting is sometimes called financial reporting,0.0
946,946,Broken heart,3,What have you found to be comforting?,Harrison Ford was involved in the crash of a Bell 206L4 LongRanger,"The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.",I have found that all humans go through this as it is common in many relationships and cultures. I try not to focus on mine and think of things that make me happy.,0.0
960,960,Bodybuilding supplement,3,That totally makes sense! The meat but not really the wine!,"Alexie was born at Sacred Heart Hospital in Spokane, Washington.","In the 1910s, Eugen Sandow, widely considered to be the first modern bodybuilder in the West, advocated the use of dietary control to enhance muscle growth.","You know how it is, people will take anything if they're led to believe it helps them at all. People have taken herbal concoctions and tonics before--strong men/athletes--since ancient times, and this includes all cultures, just because they want an edge in strength/stamina.",0.0
