index,dialogue,knowledge,speakers,number_of_turns,word_count
10,"[' Apprentice: Have you ever had a broken heart?\\', ' Wizard: Yes, I have suffered from a broken heart which is a metaphor for major emotional and physical pain that someone feels from the longing of a loved one. How about you?', "" Apprentice: I don't know if I have, I mean maybe when my dog was put down but that seems like it was the worst emotional pain I've had."", ' Wizard: When I had to put down my cat, I suffered immensely! The pain is severe and and can cause ""broken heart syndrome"" which means actual physical damage to your heart.', ' Apprentice: I;m sorry you had to do that it is sad.', "" Wizard: I'm sorry for you too! It is so difficult! It is believed that the emotional pain of a broken heart is part of the survival instinct."", ' Apprentice: That is really interesting, what other facts do you know about broken hearts?', ' Wizard: I know that the broken heart concept is universal with many cultures using the same words to explain their pain and the feelings of loss.', ' Apprentice: that is so interesting.', ' Wizard: It is! The concept crosses cultural boundaries and is often cited with a reference of a lost lover dating back over 3000 years.']","['Broken heart (also known as a heartbreak or heartache) is a term metaphor for the intense emotional—and sometimes physical—stress or pain one feels at experiencing great longing.', 'The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.', ""Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart."", 'The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.', 'The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.', 'Psychologists Geoff MacDonald of the University of Queensland and Mark Leary of Wake Forest University proposed in 2005 the evolution of common mechanisms for both physical and emotional pain responses and argue that such expressions are ""more than just a metaphor"".', 'The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.', 'The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",8,1665
11,"[' Apprentice: I love national parks dont you?', ' Wizard: I do! The first national park was Yellowstone, signed into law by President Ulysses Grant in 1972.', ' Apprentice: Yes, I have never been there but I would love to go, have you been?', "" Wizard: I have! I've also been to Rock Creek Park, Yosemite, and Mackinac National Park!"", ' Apprentice: I live in Arkansas and love the Hot SPrings National Park and have been there many times, really it is beautiful', "" Wizard: I've never been to that one! I bet its beautiful!"", ' Apprentice: It is, and there are lots of natural hot springs throughout the park, hence the city name, it is like a hidden gem', ' Wizard: Wow that sounds so beautiful. I hope to someday visit all of the 59 protected areas known as national parks in the United States!']","['The United States has 59 protected areas known as national parks that are operated by the National Park Service, an agency of the Department of the Interior.', 'National parks must be established by an act of the United States Congress.', 'A bill creating the first national park, Yellowstone, was signed into law by President Ulysses S. Grant in 1872, followed by Mackinac National Park in 1875 (decommissioned in 1895), and then Rock Creek Park (later merged into National Capital Parks), Sequoia and Yosemite in 1890.', 'The Organic Act of 1916 created the National Park Service ""to conserve the scenery and the natural and historic objects and wildlife therein, and to provide for the enjoyment of the same in such manner and by such means as will leave them unimpaired for the enjoyment of future generations.""', 'Many current national parks had been previously protected as national monuments by the president under the Antiquities Act before being upgraded by Congress.', 'Seven national parks (including six in Alaska) are paired with a national preserve, areas with different levels of protection that are administered together but considered separate units and whose areas are not included in the figures below.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",6,1803
12,"[' Wizard: The discover channel used to be a great channel on television but it went down the drain', "" Apprentice: Oh yeah I've noticed that it really took a dip in quality recently."", ' Wizard: The discovery channel was simply referred to as didcovery back in 1985 tho', "" Apprentice: It was? I haven't been around for long enough to have seen that."", ' Wizard: itspopular too, discovery channel is the third most distributed on cabel', ' Apprentice: Even now that the channel is a little bit dumb?', ' Wizard: Yea well it panders now so it makes sense that the discovery channel is a bad tc network', "" Apprentice: I've noticed that with the history channel as well as TLC."", ' Wizard: never liked discovery anyway', "" Apprentice: I liked some of their shows but they don't even air anymore.""]","['Discovery Channel (known as The Discovery Channel from 1985 to 1995, and often referred to as simply Discovery) is an American basic cable and satellite television channel (which is also delivered via IPTV, terrestrial television and internet television in other parts of the world) that is the flagship television property of Discovery Communications, a publicly traded company run by CEO David Zaslav.', ', Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.', 'It initially provided documentary television programming focused primarily on popular science, technology, and history, but by the 2010s had expanded into reality television and pseudo-scientific entertainment.', 'Programming on the flagship Discovery Channel in the U.S. is primarily focused on reality television series, such as speculative investigation (with shows such as ""MythBusters"", ""Unsolved History"", and ""Best Evidence""), automobiles, and occupations (such as ""Dirty Jobs"" and ""Deadliest Catch""); it also features documentaries specifically aimed at families and younger audiences.']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",4,1935
13,"[' Apprentice: I rather enjoy American football particularly college football. Do you watch/ have a favorite team?', ' Wizard: I do, the Dallas Cowboys. Bad of late but they will do great one day.', "" Apprentice: They had a great run in the 1990's. Plus, now that new stadium is rather impressive hopefully they can live up to it."", ' Wizard: yes one day our offense will do great things with the football. Running, passing our way to victory.', ' Apprentice: Ha, well now that the Tony Romo era has ended that is more likely.', ' Wizard: yes, he played 14 seasons and those were truly the worst. We, and all dallas fans are very happy he is gone.', ' Apprentice: Do you think Prescott will be the one to turn it around?', ' Wizard: I actually went to college with Dak, we can only hope that him being in the NFL will help the dallas cowboys.']","['American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.', ""The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves."", 'The offense must advance at least ten yards in four downs, or plays, and otherwise they turn over the football to the defense; if the offense succeeds in advancing ten yards or more, they are given a new set of four downs.', ""Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal."", 'The team with the most points at the end of a game wins.', 'American football evolved in the United States, originating from the sports of association football and rugby football.', 'The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",7,2084
14,"["" Apprentice: Have you heard of the band Guns N' Roses? They are my favorite band ever"", ' Wizard: Sure the band was formed inn 1985 in  Los Angeles, California.  What is tour favorite album?', ' Apprentice: Id say my favorite is Appetite for destruction ', ' Wizard: Yes that is  good.  They have released six studio albums and sold more than 100 million records worldwide.', ' Apprentice: They are very popular, The band was formed by Rose’s band, Hollywood Rose, and Tracii Guns’s band, L.A. Guns, thats where they got their name from. ', "" Wizard: That's right.  They are one of the best selling artists of all time."", ' Apprentice: Indeed among the best, I believe that Steven Adler was the first to leave the band, getting kicked out in 1990 when his drug abuse got out of control', ' Wizard: That is a pity, his heroin addiction,  He was very talented, he achieved worldwide success in the late 1980s.', ' Apprentice: rumor had it that the sound engineer Bob Clearmountain said Axl Rose “would threaten to quit the band three times a week.”', "" Wizard: Really? But despite it he has been the band's sole constant member since 1985.""]","[""Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985."", 'The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.', ""Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time."", 'Guns N\' Roses\' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o\' Mine"", the band\'s only single to reach number one on the ""Billboard"" Hot 100.', 'The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States.', 'The success of the debut was followed by the eight-song album ""G N\' R Lies"" (1988) which reached number two on the ""Billboard"" 200.', 'The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",7,2274
15,"[' Apprentice: I went to a nickelback concert this past summer', "" Wizard: Oh that's very cool I've never been to a Nickelback concert but I really do like Nickelback are you aware of who the members of the band are"", ' Apprentice: The lead singer was very funny during the set, I forget his name though.', "" Wizard: I wasn't aware at first but Nickelback is not American there originating from Canada"", "" Apprentice: I didn't know that either. Do they tour there?"", ' Wizard: I think the lead guitarist his name might be Nick Kroger or something like that', ' Apprentice: Kroger sounds familiar. Chad maybe?', "" Wizard: You're right it is Chad Kroeger I don't know where I think I got the Nick from the Nickelback part and I'm not really sure if they tore in their own country like why wouldn't they""]","['Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.', 'The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.', 'The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.', 'Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.', '""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.', 'They were listed number seven on the ""Billboard"" top artist of the decade, with four albums listed on the ""Billboard"" top albums of the decade.', 'The band signed with Roadrunner Records in 1999 and re-released their once-independent album ""The State"".', 'The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",8,2412
16,"[' Wizard: Hello, I love to listen to Elvis , do you? he is the King of Rock N Roll', ' Apprentice: Yes, I love classic rock, especially from the 50s.', ' Wizard: yes me to classic rock is the best! Rock N Roll Experience Magazine showcases classic bands sometimes', ' Apprentice: Can you tell me more about that magazine?', ' Wizard: They started in 1992, and have done colorful interviews with bands like KISS', "" Apprentice: That's cool. Have they covered other topics?"", ' Wizard:  KISS helped pioneer hard rock,I did not know that, what genre do you like in music?', ' Apprentice: I like hard rock as well.']","['Elvis Aaron Presley (January 8, 1935\xa0– August 16, 1977) was an American singer, musician, and actor.', 'Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".', 'Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.', 'His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.', 'Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.', 'In 1955, drummer D.J.', ""Fontana joined to complete the lineup of Presley's classic quartet and RCA Victor acquired his contract in a deal arranged by Colonel Tom Parker, who would manage the singer for more than two decades."", 'Presley\'s first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.', 'With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",9,2514
17,"[' Apprentice: Bowling is real popular in my area, I live around a lot of old people.', "" Wizard: Oh that's funny, yeah it's a a fun leisure activity, do old people usually go bowling?"", "" Apprentice: Yeah, its sort of an older persons activity like bingo, it's not so much that younger people cant do it, its just not the primary audience"", "" Wizard: That reminds me, have you ever heard of the band Let's Go Bowling? It's a ska band from California."", "" Apprentice: I love ska but surprisingly I've never heard of them, I have heard bowling for soup though lol"", "" Wizard: I've never heard of bowling for soup lol. Let's Go Bowling performed on events along with Pearl jam, No Doubt, Goo Goo Dolls and many many more."", ' Apprentice: Bowling', "" Wizard: Yeah and Let's Go Bowling band's traditional ska style helped set the standards for dress and culture for West Coast Ska."", ' Apprentice: I love all of those bands, formative years were spent jammin them, alt rock is the best', ' Wizard: yeah I like how Ska combined elements of Caribbean mento and calypso and other styles like American jazz for example.', ' Apprentice: I believe it, Ska is amazing, Sublime probably had a big hand in it too.']","['Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.', 'It is one of the major forms of throwing sports.', 'In pin bowling variations, the target is usually to knock over pins at the end of a lane.', 'A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.', 'The maximum score is 300, which is achieved by getting 12 strikes in a row.', 'Three consecutive strikes is a known as a ""turkey"".', 'Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.', 'The term ""hambone"" has also been used to describe four consecutive strikes.', 'In target variations, the aim is usually to get the ball as close to a mark as possible.', 'The pin version of bowling is often played on a flat wooden or other synthetic surface (which can be oiled in different patterns for different techniques), while in target bowling, the surface may be grass, gravel or a synthetic surface.', 'The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",11,2720
18,"["" Apprentice: I don't really know the rules of American Football"", ' Wizard: Oh really? It is kind of simple, you just need to watch it. First the ball starts with the offense, their goal is to get it into the endzone.', ' Apprentice: It seems like it stops so much for commercials. I like soccer because you get to see a game not a thousand advertisements', "" Wizard: Oh I can understand that, advertising is so frustrating unless they are super bowl commercials. I like to watch Redzone on Sunday's ever heard of it?"", ' Apprentice: no, what is that?', ' Wizard: Redzone is a channel that shows all of the games happening concurrently, with no commercials. They only show the big plays from all of the games.', ' Apprentice: that sounds awesome - how do you get that?', ' Wizard: It is usually included with any package that has NFL Network. You can get it through direcTV. I get mine through Playstation Vue.']","['American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.', ""The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves."", 'The offense must advance at least ten yards in four downs, or plays, and otherwise they turn over the football to the defense; if the offense succeeds in advancing ten yards or more, they are given a new set of four downs.', ""Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal."", 'The team with the most points at the end of a game wins.', 'American football evolved in the United States, originating from the sports of association football and rugby football.', 'The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.']","['Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard']",7,2877
19,"["" Wizard: Skiing is a pretty fun sport, but interestingly enough, it's also got a history of nearly 5 millennia. Five!"", ' Apprentice: Wow! I wonder where it originated?', "" Wizard: Modern skiing came from Scandinavia, but it was thought to originally come from China, as seen in ancient paintings. Who would've thought."", "" Apprentice: That makes sense. Maybe my Scandinavian ancestry is why I'm ok at skiing. Not downhill, though, only cross country. Do you think genetics has much to do with skiing abilities?"", "" Wizard: Hmm I'm not sure, maybe! You should petition the Ski and Snowboard Association and Cross Country Ski Canada to research this line of questioning!"", ' Apprentice: That is a good idea. Are you any good at skiing?', ' Wizard: Unfortunately no. It just requires more balance than my body is capable of even imagining.', "" Apprentice: That's how I feel on a snowboard. Did you know there is a right and a wrong way to fall? I'm not good at falling the right way.""]","['Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.', 'Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).', 'Skiing has a history of almost five millennia.', 'Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.', 'The word ""ski"" is one of a handful of words Norway has exported to the international community.', 'It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".', 'Asymmetrical skis were used at least in northern Finland and Sweden until the late 19th century.', 'On one leg the skier wore a long straight non-arching ski for sliding and on the other a shorter ski for kicking.', 'The bottom of the short ski was either plain or covered with animal skin to aid this use, while the long ski supporting the weight of the skier was treated with animal fat in a similar manner to modern ski waxing.', 'Early skiers used one long pole or spear.', 'The first depiction of a skier with two ski poles dates to 1741.']","['Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice', 'Wizard', 'Apprentice']",11,3040
