,episode_idx,topic,round,message,response,knowledge,gold,Q2
749,749,Paramedic,4,I bet that can be very stressful. Is it difficult to deal with people who are sick? I bet it takes an emotional toll.,"Wizard: Yes, it is very stressful. We have to make autonomous decisions around the emergency care",In some countries 'Paramedic' is a protected title and accountable to a professional regulatory body.,Yes it is and In some countries 'Paramedic' is a protected title ,0.0
750,750,Nickelback,3,Really? I thought they were American.,"Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.","Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.",nope they formed as a band in 1995,1.0
752,752,Elvis Presley,3,"I agree, what is your favorite Elvis song?","Elvis' music career began there in 1954, recording at Sun Records with producer Sam Phillips,","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","""heartbreak hotel""! it was released in january 1956. what about you?",0.7333333333333333
753,753,Skiing,4,I watched some of the games.  Really?  That long ago?  I had no idea.,"The first Winter Olympics were held in Chamonix, France, in 1924.","The first Winter Olympics, the 1924 Winter Olympics, was held in Chamonix, France.",Actually the concept stretches back to the 8th century BC.,0.611111111111111
754,754,Green,4,Yes and green can have many variations. Do you like all the variations of green?,"Wizard: Yes, I like all the variations of green.","Several minerals have a green color, including the emerald, which is colored green by its chromium content.","Most yes, The biggest contributor to green in nature is chlorophyll. in plants.",0.0
755,755,Kendrick Lamar,3,Yeah I've noticed that he is ridiculously popular at this point.,Kendrick Lamar is a huge rapper.,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper and songwriter.",yea and Kendrick Lamar is quite young for a popular rapper,0.5666666666666667
756,756,Harry Potter,4,"Yes, my daughter really likes him as well.  I hear there is another movie coming out soon.",Wizard: I've heard there is another movie coming out soon.,"The books have won multiple awards, and sold more than 400 million copies.","Yes, I believe that it is the first in what is going to be a new series of films.",0.0
757,757,Elvis Presley,4,"I bet you are right because from what I know, he was the best at that time","Elvis Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee","Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","Yes, he was pretty good. Sometimes they call him ""The King of Rock""",0.8888888888888888
759,759,Guns N' Roses,4,Sweet Child O mine is another good one.,Wizard: I love Welcome to the Jungel. How about you? Apprentice: Sweet Child O,"Slash has since released three solo albums: ""Slash"" (2010), featuring an array of famous guest musicians, and ""Apocalyptic Love"" (2012) and ""World on Fire"" (2014), recorded with his band, Myles Kennedy and the Conspirators.",Can you believe that song makes Slash sick? or at least that's what he said in 1990,0.0
760,760,Hunting,4,That is true. Is it true that humans are great hunters because of their stamina and intelligence?,"Wizard: Yes, we are great hunters because of our stamina and intelligence.","However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.","Yes we are. But it is essential to know the difference between  Lawful hunting and poaching. which is the illegal killing, trapping or capture of the hunted species.",0.0
762,762,Goldendoodle,4,Awesome!  When did this cross breeding start?,The original purpose of the cross was to develop guide dogs suitable for visually impaired individuals with allergies.,The original purpose of the cross was to develop guide dogs suitable for visually impaired individuals with allergies.,The first Goldendoodle was bred in 1969 by Monica Dickens,1.0
763,763,John Grisham,3,Wow! Really versatile and prolific I must say,"John Grisham's first bestseller, ""The Firm"", sold more than seven million","Grisham's first bestseller, ""The Firm"", sold more than seven million copies.",Most definetly!  He is best known for his popular legal thrillers,1.0
764,764,Irish coffee,3,"Also, coffee! : ) ","Joe Sheridan, a head chef at the restaurant and coffee shop in the Foy","Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","Yea, coffee too. You are not supposed to use whipped cream but modern recipes do so.",0.2
765,765,Instagram,4,"Yeah, anything you put online or on social media is essentially permanent. Even if you delete it after posting it, there is no telling if someone saved it without telling you!","Wizard: Yeah, I feel like we cannot have privacy anymore on the web now. Facebook,",no_passages_used,Yes. I was told facebook even has profile of people that never signed up!,0.0
766,766,Dylan's Candy Bar,3,and what is it made of though?,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter",1.0
769,769,Instagram,4,Pretty cool. I love all the nice photo filters they have. It adds a nice touch to photos. ,Instagram was created by Kevin Systrom and Mike Krieger as a free mobile app exclusively for,"They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.","Yes, and then can even add locations through geotags!",0.0
770,770,Guns N' Roses,3,Yeah I guess it'd be easier to type it that way. I wonder what their first song was?,"""Sweet Child o' Mine""","Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","Oh it was Appetite for Destruction, killer tune! 1987",1.0
771,771,Medical billing,3,"But doesn't health insurance only cover so much, or is there insurance out there that covers it all","Wizard: Well, it covers a lot of things, but not everything.","For several decades, medical billing was done almost entirely on paper.",Well it's normally a small fraction versus the whole bill.,0.0
772,772,Skiing,3,It is a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow,Apprentice: I like skiing as well. It is a recreational activity or a competitive winter,no_passages_used,Yeah and skiing has been around for almost five millenia. That is a long time!,0.0
773,773,Kurt Cobain,4,yea really shook up the scene,"Wizard and Apprentice are discussing Nirvana's debut album ""Bleach"".","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","i didn't even know he struggled with a heroin addiction, that definitely doesn't help",0.4
775,775,Green,3,Yea mixing those two gives green so it makes sense,Wizard: Green is a color that is evoked by light which has a dominant,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,It is a mixture of yellow and blue in subtractive color systems though.,0.5
776,776,Elvis Presley,3,"He was amazing, didnt he have the title the king of rock or something?",Elvis Aaron Presley was born in January of 1977 and not only was a singer but also,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","He was called the ""King of Rock and Roll"" or some just call him ""The King"" and he was one of the biggest icons of the 20th century.",0.0
777,777,Genghis Khan,3,Oh where did he orginate? Somewhere in china?,"Wizard: Yes, he was born in 1162 in China.",He came to power by uniting many of the nomadic tribes of Northeast Asia.,He was actually the founder of the Mongol empire!,0.0
778,778,Bowling,4,I never heard of this term. What else do you know about bowling?,Wizard: Bowling is a sport where you have to throw a ball.,no_passages_used,Hambone is when you get four consecutive strikes. I've never gotten that.,0.0
779,779,Green,3,Oh? What's the visible spectrum? Is that the same thing as the color spectrum?,"Apprentice: Yes, it is.",no_passages_used,"I believe it's similar to the color spectrum, the visible spectrum is the portion of the electromagnetic spectrum which is visible to the human eye.",0.0
780,780,Harry Potter,4,"Why were you sad? I'm not sure I have read that one though, but I bet it should be alright",Wizard: I was sad when the Deathly Hallows was released in 2007 because I loved,"Voldemort appears either in person or in flashbacks in each book and its film adaptation in the series, except the third, ""Harry Potter and the Prisoner of Azkaban"", where he is only mentioned.",Because it was the final chapter in the Harry Potter series. It dealt with the events involving the final confrontation between the wizards and Voldemort.,0.0
781,781,Skiing,4,"yes, The word ‘Ski’ is derived from the Norwegian word ‘skíð’ which means a split piece of wood.",Wizard: I hate skiing. I once had a girlfriend take me skiing. It was we,"Water skiing is a surface water sport in which an individual is pulled behind a boat or a cable ski installation over a body of water, skimming the surface on two skis or one ski.",Yeah. They used to have one ski for gliding and one for kicking. Sounds like a better version of todays snowboard. We're regressing.,0.0
783,783,Elvis Presley,3,"True, but that is really just because he was first","Elvis Presley's music career began in 1954, recording at Sun Records with producer Sam Phillip","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",I think Elvis spent most of his time in the south. Mainly in Mississippi and Tennessee,0.7678571428571429
784,784,Guns N' Roses,4,"That's a tremendous amount! I'm more of a fan of AC/DC myself, although they have only sold 63 million as opposed to 100 million. I am more of a fan of their earlier stuff, where the main vocalist at the time was Bon Scott. It's very different from the rest of their stuff since then.",Wizard: I'm a big fan of Gun and Roses. They are an American,"American entertainer Michael Jackson (1958–2009) debuted on the professional music scene at the age of 5, as a member of The Jackson 5, and began a solo career in 1971 while being a member of the group, known as the ""King of Pop"" , five of his solo studio albums have become some of the world's best-selling records: ""Off the Wall"" (1979), ""Thriller"" (1982), ""Bad"" (1987), ""Dangerous"" (1991) and """" (1995).","Another great singer was.Michael Joseph Jackson.,he was dubbed the king of pop music.He shook the music industry ",0.0
786,786,Instagram,3,Instagram makes it easy to keep up with what family and friends are doing ,Apprentice: I am on Instagram and love to see all the cool pics everyone posts. Wizard:,It is owned by Facebook.,"yes, i agree with you! I can't believe it was created in 2010 and excusevily for IOS operating system",0.0
787,787,Stock market,4,Do you find that you get a pretty good return?,"Wizard: I have some investments in mutual funds, but not in individual shares. Apprentice: Do",no_passages_used,"It depends on various factors, but I find that the holding period is most important. You have to be able to stick it out through economic swings.",0.0
788,788,American football,4,Wow!  I didn't realize the game was that old!  When did the NFL start?,"The first game was played on November 6, 1869 between 2 college teams.",no_passages_used,I am actually not sure of that. I do know it evolved in the United States.,0.0
789,789,Harry Potter,4,"I think I've heard of that before, weren't they made into movies?","Harry Potter books have sold more than 500 million copies worldwide, making them the best-selling book",", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",Yes. The first novel was released in 1997 and the books are insanely popular,0.5
791,791,Broken heart,3,That's a rough day for it. I had my heart broken once by a girl because her sister was jealous of us. Her sister claimed that she and I had a thing and my giriflriend (at the time) believed the lie.,"Paulini's ""Rough Day"" is a song by Australian recording artist Paul","""Rough Day"" is a song by Australian recording artist Paulini, taken from her second studio album, ""Superwoman"" (2006).","That's like rough day, the song",0.6
792,792,Paramedic,3,"Yes, me too. I wanted to be a paramedic but felt I would struggle to maintain the level of calm they have to.",Apprentice: I admire paramedics so much. They are vital to our medical care.,"The scope of the role varies widely across the world, having originally developed as a paraprofession in the United States during the 1970s.",Yes and the quick decision making with the emergency care of patients.,0.0
795,795,Gymnastics,4,Can you tell me more about it?,"Wizard: Gymnastics is a sport that requires balance, strength, flexibility and control. Do","Men's events are floor exercise, pommel horse, still rings, vault, parallel bars and horizontal bar.","Sure thing - competitive gymnastics is best known for its event during the Olympics.  You typically see women's event of vault, uneven bars, balance beam and floor exercise.",0.0
796,796,Paramedic,3,Thank you. So many people tend to look down on me because I am not a doctor.,Apprentice: I think that's true. I think that paramedics are essential health,"Allied health professions are health care professions distinct from nursing, medicine, and pharmacy.","well you are in the allied health care team, without you guys the chain of health delivery would not even happen",0.0
797,797,Bowling,3,I was really bad at it and then I got lessons and got decent at it.,Apprentice: I used to be really into bowling. Wizard: Bowling is a fun,"In pin bowling variations, the target is usually to knock over pins at the end of a lane.",its a major sport for throwing stuff,0.0
798,798,Bowling,3,12 strikes in a row seems impossible!  How do they curve the ball?,The Wizard doesn't bowl anymore.,"The term ""hambone"" has also been used to describe four consecutive strikes.","I guess they just torque their wrist in a certain way, seems hard though. I think if you get three strikes in a row it's called a turkey, how weird is that.",0.0
800,800,Dylan's Candy Bar,4,That's interesting. I wonder what gave her the idea to start it?,"Dylan Lauren, the daughter of the American fashion designer Ralph Lauren, started Dylan's Candy Bar","It stocks 7,000 candies from around the world.","Supposedly she was inspired by Willy Wonka and the Chocolate Factory, by Roald Dahl. ",0.0
802,802,American football,3,The Ravens... They represent my home town.,Apprentice: I like the Ravens.,no_passages_used,Thats cool. My father is from Baltimore so I watched the Ravens growing up quite a bit. My mother was a Steelers fan so there was quite a rivalry ,0.0
803,803,Skiing,3,Do you know when the activity was invented?,The first depiction of a skier with two ski poles dates to 1741,The first depiction of a skier with two ski poles dates to 1741.,"It evolved in scandinavia, but it was apparently practiced 100 centuries ago in china",1.0
804,804,Genghis Khan,3,Yes! He admires his strength,Apprentice: My roommate loves Genghis Khan.,He was buried in an unmarked grave somewhere in Mongolia.,He united many of the nomadic tribe of Northeast Asia.,0.0
806,806,American football,4,awesome alot of people don't support us or think what we do isn't important so it's nice to hear that.  So tell me more what an offensive lineman does,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the","Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).",Mainly running as fast as he can. I take my inspiration from Jake Long who was a former offensive tackle in American football history,0.75
807,807,Kendrick Lamar,4,I don't think I've heard that.  Has he won any awards?,"Kendrick Lamar's album ""Thuggish"" was certified platinum by the Record","It debuted at number two on the US ""Billboard"" 200 chart and was later certified platinum by the Recording Industry Association of America (RIAA).","He worked with prominent artist like The Game, Busta Rhymes, and Snoop Dogg",0.0
810,810,Harry Potter,4,I have seen part of one of the movies.,Harry Potter is a fantasy series created by J.K. Rowling. It's,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Oh, it's great! It really brings the books to life. It generally revolves around the struggle between Harry Potter and Lord Voldemort (plus his lackeys)",0.0
811,811,Neurosurgery,4,"It sounds like a debilitating disease, good to hear there is treatment ",Wizard: Multiple Sclerosis is a demyelinating disease in which the insul,"Multiple sclerosis can cause a variety of symptoms: changes in sensation (hypoesthesia), muscle weakness, abnormal muscle spasms, or difficulty moving; difficulties with coordination and balance; problems in speech (dysarthria) or swallowing (dysphagia), visual problems (nystagmus, optic neuritis, phosphenes or diplopia), fatigue and acute or chronic pain syndromes, bladder and bowel difficulties, cognitive impairment, or emotional symptomatology (mainly major depression).","The main clinical measure in progression of the disability and severity of the symptoms is the Expanded Disability Status Scale or EDSS, if you ever see these symptoms please do consult your local doctor, of course we have some kind of treatment but i hope that in the future technology advances very far where we can completely cure people of this disease  ",0.0
812,812,Accounting,3,"Yes, I like to balance ledgers and wear my green visor. I don't wear a pocket protector though.",Apprentice: I'm an accountant.,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,That's the way they make accountants appear on television right.,0.0
813,813,Green,3,"Thats a cool choice! i was in a psychology class and learn that green is a lively color, and it symbolizes renewal and growth. you know what blue symbolizes?","The Green Bay Packers are a professional American football team based in Green Bay, Wisconsin.","The Green Bay Packers are a professional American football team based in Green Bay, Wisconsin.",I don't but I think that the colour blue might symbolize cold and calm?,1.0
818,818,Nickelback,3,"Oh, I did not know they were around that long, or even from canada","Nickelback was listed number seven on the ""Billboard"" top artist of the decade,","They were listed number seven on the ""Billboard"" top artist of the decade, with four albums listed on the ""Billboard"" top albums of the decade.",Nickleback is on of the most successful bands from Canada. They have sold over 50 million albums surprisingly enough. ,0.6666666666666666
819,819,Insane Clown Posse,4,Is Shaggy 2 same as the popular Jamaican musican shaggy?,"Wizard: No, Shaggy 2 is a different artist.",The duo has earned two platinum and five gold albums.,No.  Shaggy 2 Dope real name is Joseph William Utsler and he is an American rapper,0.0
821,821,Genghis Khan,3,I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162,Genghis Khan was born in Delüün Boldog in 1162. He was,Genghis Khan died in 1227 after defeating the Western Xia.,Yes I did know that and he came to power by uniting the nomadic tribes of Northeast Asia.,0.0
825,825,Blog,4,I didn't even know those existed!  I thought blogging was more of a solo effort.  Do you like to work with other authors?,Wizard: I do. I like to work with other authors.,"In Internet slang, a troll () is a person who sows discord on the Internet by starting quarrels or upsetting people, by posting inflammatory, extraneous, or off-topic messages in an online community (such as a newsgroup, forum, chat room, or blog) with the intent of provoking readers into an emotional response or of otherwise disrupting normal, on-topic discussion, often for the troll's amusement.","Yeah it was ,but in Until 2009, blogs were usually the work of a single individual,but its spread to be a real business.",0.0
826,826,Elvis Presley,4,Kinda not surprising. Justin Timberlake is kind of the same way: acting career on top of a pretty successful music career. Where was Elvis from?,"Elvis Aaron Presley was from Memphis, Tennessee.","Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.","He was born in Tupelo, Mississippi but later relocated to Memphis, Tennessee with his family when he was 13/",0.0
827,827,Green,3,Right! And Green is an important component of the RGB color model.,Apprentice: I like green.,no_passages_used,its also the largest contributor to color in nature,0.0
828,828,Instagram,3,Yes it is. Do you know when it was created?,"Apprentice: Yes, it was created in 2010 by Evan Spiegel and Bianca Jagger.",It is owned by Facebook.,It was created in October of 2010 by Kevin systrom and Mike Krieger and it originally launced exclusively for the iOS operating system,0.0
831,831,John Grisham,3,Do you read any of his books?,Benjamin McLane Spock,"Benjamin McLane Spock (May 2, 1903 – March 15, 1998) was an American pediatrician whose book ""Baby and Child Care"" (1946) is one of the best-sellers of all time.","I never have but I heard his books have been translated into 42 languages, I think he's a popular author.",0.0
832,832,Harry Potter,3,"Me, as well! It's such a long, intricate story. I'm blown away by her accomplishment. ",Harry Potter and the Philosopher's Stone are two of the most popular books in the world,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Her books  won multiple awards, and sold more than 400 million copies.",0.0
833,833,Dog training,4,I see. So there are many different methods. Can you tell me more about dog training?,Wizard: There are many established methods of animals training and each with its adherents and,"For a dog to be considered obedient rather than simply trained in obedience, it must respond reliably each time its handler gives a command.","which training method do you want me to tell you about? Koehler method, clicker training, motivational training. dominance-based training?",0.0
834,834,Cycling,3,What other type of bike so you use?,BMX,no_passages_used,"I also use the tricycles, quadracycles, recumbent and similar human-powered vehicles ",0.0
836,836,Dylan's Candy Bar,4,i meant it is chocolate or fruity candy,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",Its not a candy bar its a place to buy candy. Like a candy shop.,1.0
837,837,Hot dog,4,Where does it originate from?,Wizard: It originated in America.,no_passages_used,hotdogs were originally called frankfurter so its german,0.0
839,839,Discovery Channel,3,Me too! I learned so much about the world through watching that channel.,Apprentice: I've always loved the Discovery channel.,Educational technology is the use of both physical hardware and educational theoretics.,Yeah and it transformed from originally just about doumentaries  into stuff like science and technology.,0.0
842,842,Kurt Cobain,4,That's interesting. It seems to be more like a blues guitar than a rock guitar. Does that make sense?,"Wizard: Yes, it's a hybrid of the Jaguar and Mustang Fender guitars",An electric guitar is a guitar that uses one or more pickups to convert the vibration of its strings into electrical signals.,"I sort of get what you're saying. I know the Mustang was a pretty cool guitar, having a unique vibrato system and two single-coil pickups.",0.0
844,844,Ireland,3,Is Ireland part of the UK?,Ireland is an island in the North Atlantic.,Ireland is the third-largest island in Europe.,yes in fact It is separated from Great Britain to its east by the North Channel,0.0
845,845,Insane Clown Posse,3,Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them?,Wizard: They are an American hip hop duo. One is named Violent J and,The duo has earned two platinum and five gold albums.,They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show!,0.0
847,847,American football,3,"I think I just liked it because my uncle did, we were 4 yrs apart and like brother and sister, we watched together","Apprentice: I used to like American Football a lot. Wizard: Me too, but not","A quarterback (commonly abbreviated ""QB"") is a position in American and Canadian football.",I loved it when my team went to the spread offense.   The no huddle approach is so exciting,0.0
851,851,Goldendoodle,3,Interesting!  How did the name Goldendoodle come to be?,"The phrase changes ""poodle"" to ""doodle"" and was apparently first used in 1992","The Encyclopædia Britannica traces the term ""designer dog"" to the late 20th century when breeders began to cross purebred Poodles with other purebred breeds in order to obtain a dog with the poodle's non-shedding coat, along with various desirable characteristics from other breeds.","A Goldendoodle is the result of breeding a Golden Retriever with a Poodle, hence the name Goldendoodle!",0.0
852,852,Kurt Cobain,4,"Oh I see, I think I have heard of him. What are his famous songs or albums?","Kurt Cobain is a songwriter, a musician, and an American singer","After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).","he was the singer for Norvana, their album Bleach was released in 1989",0.0
853,853,Hunting,4,How can hunters be identified ,Wizard: They are identified by their clothes and their weapons.,"The pursuit, capture and release, or capture for food of fish is called fishing, which is not commonly categorised as a form of hunting.","Well, the animals that are hunted are called prey and are  and are usually mammals and birds.",0.0
855,855,Broken heart,4,i did not know that either tell me more,Wizard: I recently discovered that broken heart syndrome can actually lead to real physical damage to the heart,"The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.","Well, some experts believe that the emotional pain of a broken heart is part of humans' survival instinct! Can you guess why?",0.0
856,856,Harry Potter,3,What else can you tell me about them?,Harry Potter is a series of fantasy novels.,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley,",0.3333333333333333
861,861,Bowling,4,"Cool, yeah I've always enjoyed watching the pros on TV always get the strikes. ","Wizard: Yeah, I enjoy bowling as a sport, but I enjoy it as ","Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.","what about ""turkey""? three consecutive strikes?",0.0
863,863,Guns N' Roses,3,me too!  Do you remember when they came on the scene?  Like late 80's?,Wizard: Yes! GNR is one of my favorite rock bands from the 80s! Apprentice,"After leaving Guns N' Roses in 1996, he co-founded the supergroup Velvet Revolver, which re-established him as a mainstream performer in the mid to late 2000s.",I do.  The 80s was a great time for dance and new wave music.  I believe the 80s is the staple of what music is today.,0.0
864,864,Elvis Presley,4,"I think I've heard of Tupelo before, didn't they build some kind of museum there or something to honor Elvis?","Elvis was born in Tupelo, Mississippi and moved to Memphis when he was 13 years","""Hound Dog"" has been recorded more than 250 times.","That I'm not sure about.  But more on Elvis Presley, he was regarded as the King of Rock and Roll!",0.0
865,865,Instagram,4,Sounds like a lot of fun! Is it easy to use the application or website?,Wizard: It is easy to use the application or website.,"Bow Wow Wow are an English 1980s new wave band, created by Malcolm McLaren.",It is easy to use. I also find lots of U2 pop album music there. ,0.0
866,866,Guns N' Roses,3,"That makes sense, it was a bit before my time, how albums have the sold in total?",35 million,"The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.","To date, they've release 6 studio albums that sold over 100million albums total.",0.0
868,868,Green,3,it is also a sign of life like gress or leaves,Wizard: Green is a color that is created using a combination of yellow and blue.,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,"In nature, green is a sign of chlorophyll.",0.0
869,869,Bodybuilding supplement,4,How far back does that go? When did athletics come about?,Ancient Greece,"Later, bodybuilder Earle Liederman advocated the use of ""beef juice"" or ""beef extract"" (basically, consomme) as a way to enhance muscle recovery.",Since Ancient times...many cultures have been using supplements since ancient times.,0.0
870,870,Bowling,3,"In bowling a perfect score is 300, and it's almost impossible to do.",Apprentice: I'm a professional bowler. I love the sport. Wizard: That,"One of the most infamous of splits is the 7–10 split, often called ""goal posts"" or ""bedposts"", where the bowler is left with the leftmost and the rightmost pin in the back row (the ""number 7"" and ""number 10"") to knock down with a single ball to achieve a spare.",Wow! To achieve a score of 300 it means that you have 12 strikes in a row. Have you ever achieved this score?,0.0
871,871,Green,4,No I haven't. Can you tell me more?,"Wizard: Well, color psychology is the study of how different hues determine human behavior.","Colour can indeed influence a person; however, it is important to remember that these effects differ between people.",Sure! For example study suggest that heterosexual men tend to report that red outfits enhance the attractiveness of women.,0.0
872,872,"On-again, off-again relationship",4,Sounds like a plan I was once in the same position and things worked out great.,Wizard: I'm a senior university student and my girlfriend graduated last year and moved to,"Much of the service is free, but Skype Credit or a subscription is required to call a landline or a mobile phone number.",Do you know what Skype is? It lets you see each other and send messages on your computer. Did you use it in your own long distance relationship?,0.0
873,873,Kurt Cobain,3,"Yes, he was!  His music was wonderful and his loss was one of many musician tragedies.","Kurt Cobain's debut album ""Bleach"" was released on the independent","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","Cobain was born in Aberdeen, Washington",0.0
874,874,Green,3,Do you know of any other flowers named after colors?,The complementary color of rose is spring green.,The complementary color of rose is spring green.,not sure of any other plants. i do know it was first used as a color name in the late 17th century.,1.0
877,877,Elvis Presley,4,ITS TOO BAD ,Elvis was born in 1935.,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",he pioneered rockabilly how neat is thaty,0.0
881,881,Instagram,3,Ya. That is why you get messages in FB about Instagram. I heard the younger people like Instagram better than FB. ,Apprentice: I heard Instagram is better than Facebook.,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,"I am not too old, mainly lazy.  Originally Instagram only allowed photos to be uploaded in a distinct square shape.  ",0.0
882,882,Hunting,3,i dont like too my son does ,Apprentice: My son does.,"The most commonly given ethical objection to meat-eating is that, for most people living in the developed world, it is not necessary for survival or health; slaughtering animals solely because people enjoy the taste of meat is argued by some to be wrong and morally unjustifiable.","Well for the most part we all like to eat meat, so maybe it's just his natural instinct to want to hunt.",0.0
883,883,Military rank,4,"A star system, what does that consist of","Wizard: Well, a general is important, and there is a star system.","(Although a major outranks a lieutenant, a lieutenant outranks a sergeant-major).","one star on lapel the lowest ran, up to I THINK 5 stars for the highest.  Maybe 4.  So a 1 star general not as important as a 4 star general.",0.0
884,884,American football,4,"Interesting, how old isit vs soccer aka futbol",Wizard: It's a lot older than soccer.,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.","i dont know if you know this but the team with the most points at the end of the game, wins.",0.0
885,885,Green,4,That's so interesting! What else can you tell me about green?,"Wizard: I like the green on jade, It is evoked by light which has","Several minerals have a green color, including the emerald, which is colored green by its chromium content.","It is really interesting that  By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize",0.0
886,886,Nickelback,4,Is Chad the guy with the matted long blond hair? He certainly seems to be the face of the band.,"Wizard: Yes, he is. He is the lead singer of the band.","The band signed with Roadrunner Records in 1999 and re-released their once-independent album ""The State"".","Yes, and they are actually one of the top bands from Canada. They sold over 50 million albums around the world. They were ranked 11th in best selling music acts",0.0
887,887,Bowling,3,What is the object of the game? ,Bowling is a sport or leisure activity.,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",i think the target is usually to knock over pins at the end of a lane,0.0
890,890,Skiing,4,What does cross country skiing involve? How does it work?,Wizard: Cross country skiing involves a lot of walking and running.,Skiing has a history of almost five millennia.,"Its a type of move across snow-covered terrain, rather than using ski lifts or other forms of assistance",0.0
891,891,Green,4,Oh really? Can you tell me more about that? ,"Wizard: Well, there is a whole science to the study of color called color psychology.","Factors such as gender, age, and culture can influence how an individual perceives color.",Sure thing! It covers many different topics including how color can even influence the taste of food.,0.0
892,892,Harry Potter,3,"That is good, my girlfriend is obsessed with them, she even likes the new Fantastic Beasts movies",Harry Potter and the Philosopher's Stone are two of the most popular books in the world,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Yes, I thought it was good as well. It is an extension of the wizarding world from the Harry Potter series.",0.0
894,894,Genghis Khan,4,"He swept through the place though and annihilated everyone, he was quite impressive with his scale and speed",Wizard: I'm taking a course on Genghis Khan. He was the founder,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",Yep. He had a lot of large scale massacres of civilian populations.,0.0
