,episode_idx,topic,round,message,response,knowledge,gold,Q2
832,832,Harry Potter,3,"Me, as well! It's such a long, intricate story. I'm blown away by her accomplishment. ","Riley played basketball for Linton High School in Schenectady, New York.","They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Her books  won multiple awards, and sold more than 400 million copies.",0.0
833,833,Dog training,4,I see. So there are many different methods. Can you tell me more about dog training?,Judith Miller was jailed for contempt of court for refusing to testify before,"For a dog to be considered obedient rather than simply trained in obedience, it must respond reliably each time its handler gives a command.","which training method do you want me to tell you about? Koehler method, clicker training, motivational training. dominance-based training?",0.0
834,834,Cycling,3,What other type of bike so you use?,"Waldron worked frequently with Charles Mingus from 1954 to 1956, as part of the latter",no_passages_used,"I also use the tricycles, quadracycles, recumbent and similar human-powered vehicles ",0.0
835,835,Bowling,4,I have had a few but far too many to make it enjoyable haha,He was terrible at it.,"The pin version of bowling is often played on a flat wooden or other synthetic surface (which can be oiled in different patterns for different techniques), while in target bowling, the surface may be grass, gravel or a synthetic surface.",Same! My highest score has been 120 but the highest you can achieve is 300.,0.0
836,836,Dylan's Candy Bar,4,i meant it is chocolate or fruity candy,Hecht served as war correspondent in Berlin for the Chicago Daily News.,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",Its not a candy bar its a place to buy candy. Like a candy shop.,0.0
837,837,Hot dog,4,Where does it originate from?,Wizard: It originated in America.,no_passages_used,hotdogs were originally called frankfurter so its german,0.0
838,838,Green,4,"Yeah, exactly. The grass is green, it also signifies cleanliness",Capriati was the top seed.,no_passages_used,"A lot of minerals have the color green in them as well, like emeralds ",0.0
839,839,Discovery Channel,3,Me too! I learned so much about the world through watching that channel.,"Repeater was released on April 19, 1990, through Dischord Records.",Educational technology is the use of both physical hardware and educational theoretics.,Yeah and it transformed from originally just about doumentaries  into stuff like science and technology.,0.0
840,840,Stock market,3,"Oh, so I could tell my kids they own part of a company.  That's cool.  Maybe I should get them a share in a company they know then, like Apple or XBox or Snapchat?",Henry returned to the NY Red Bulls to prepare for the 2012 season. His base salary of,"As of mid 2017, the size of the world stock market (total market capitalisation) was about US$76.3 trillion.","Yes, it's like the shares of a company are sold to investors through equity crowdfunding platforms.",0.0
841,841,American football,4,Do you think their quarterback Eli Manning will make it to the Hall of Fame?,Under the Banner of Heaven,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",American football originated from rugby football,0.0
842,842,Kurt Cobain,4,That's interesting. It seems to be more like a blues guitar than a rock guitar. Does that make sense?,Kurt Cobain helped design the Fender Jag Stang guitar.,An electric guitar is a guitar that uses one or more pickups to convert the vibration of its strings into electrical signals.,"I sort of get what you're saying. I know the Mustang was a pretty cool guitar, having a unique vibrato system and two single-coil pickups.",0.0
843,843,Accounting,4,You sound like you have a lot of experience.  What is your favorite aspect of accounting?,Nieuwendyk scored 14 goals and 32 points in 52 games with the Stars,"Management accounting principles (MAP) were developed to serve the core needs of internal management to improve decision support objectives, internal business processes, resource application, customer value, and capacity utilization needed to achieve corporate goals in an optimal manner.","My favorite part about management accounting is that as a manager, I use accounting information to better inform myself on what is going on within the company before making decisions that will better the future of the company.",0.0
844,844,Ireland,3,Is Ireland part of the UK?,"Donovan played for the first Baltimore Colts, who folded after his rookie season in",Ireland is the third-largest island in Europe.,yes in fact It is separated from Great Britain to its east by the North Channel,0.0
845,845,Insane Clown Posse,3,Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them?,The duo has earned two platinum and five gold albums.,The duo has earned two platinum and five gold albums.,They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show!,1.0
846,846,American football,4,I didn't know that. I have always wondered where and how the game got started. It can be a dangerous game though.,"John Paul Getty III was kidnapped in Rome on July 10, 1973, and","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","Yes, it can be. College football is considered the second tier of American football in the U.S.  I'm a Wolverines fan myself - Go Blue!",0.0
847,847,American football,3,"I think I just liked it because my uncle did, we were 4 yrs apart and like brother and sister, we watched together",Critics were generally skeptical that the character could extend beyond one season without growing tiresome.,"A quarterback (commonly abbreviated ""QB"") is a position in American and Canadian football.",I loved it when my team went to the spread offense.   The no huddle approach is so exciting,0.0
849,849,Bodybuilding supplement,3,"Exactly. I have also added much meat eating as part of my special diet. They are rich in protein. Especially, red meat","Tweedy has been prone to migraines throughout his entire life, forcing him to miss",Soy protein is a protein that is isolated from soybean.,Red meat is divined as any meat that has myoglobin than white,0.0
850,850,Cardigan (sweater),3,One of my favorite cardigans I got from American Eagle. I like cotton because wool is itchy to me.,"It was announced in February 2016 that Pink will cover a Beatles song, ""Lucy in","The cardigan was named after James Brudenell, 7th Earl of Cardigan, a British Army Major General who led the Charge of the Light Brigade at the Battle of Balaclava during the Crimean War.","I meanly wear pull over ,you know the one without buttons that one can pull over the head. Hence the name pull over",0.0
851,851,Goldendoodle,3,Interesting!  How did the name Goldendoodle come to be?,"He stayed with the company for four years, producing hundreds of cards for the company's","The Encyclopædia Britannica traces the term ""designer dog"" to the late 20th century when breeders began to cross purebred Poodles with other purebred breeds in order to obtain a dog with the poodle's non-shedding coat, along with various desirable characteristics from other breeds.","A Goldendoodle is the result of breeding a Golden Retriever with a Poodle, hence the name Goldendoodle!",0.0
852,852,Kurt Cobain,4,"Oh I see, I think I have heard of him. What are his famous songs or albums?",Ryan is an avid hockey fan and has developed a notoriety of being a band,"After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).","he was the singer for Norvana, their album Bleach was released in 1989",0.0
853,853,Hunting,4,How can hunters be identified ,Brownback signed three anti-abortion bills in 2011.,"The pursuit, capture and release, or capture for food of fish is called fishing, which is not commonly categorised as a form of hunting.","Well, the animals that are hunted are called prey and are  and are usually mammals and birds.",0.0
855,855,Broken heart,4,i did not know that either tell me more,Lysacek placed second at the 2005 Skate America.,"The ""social-attachment system"" uses the ""pain system"" to encourage humans to maintain their close social relationships by causing pain when those relationships are lost.","Well, some experts believe that the emotional pain of a broken heart is part of humans' survival instinct! Can you guess why?",0.0
856,856,Harry Potter,3,What else can you tell me about them?,"Dutta appeared in Kaal, which was a moderate success at the box office","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley,",0.0
857,857,Green,3,"interesting i dint think it had anything to do with blue, i love the color green because it reminds me of nature",Divac and former teammate Predrag Danilovic took over their former club KK,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",the light which it evokes has a dominant wavelength of roughly 495570 nm,0.0
858,858,The Walking Dead (TV series),4,That sounds scary! Are there any well known actors in the show?,The Great Leap Forward (2002),"As a result of very favorable Nielsen ratings that rank the show unprecedentedly high for a cable series, AMC has renewed the series each year.","Yes, Rick Grimes, portrayed by Andrew Lincoln, is a famous actor!",0.0
859,859,Cheerleading,3,Sure thing! Have you ever owned any pom poms?,Shearer would become the manager of his former club Newcastle United for the remaining eight games of,"It can be performed to motivate sports teams, entertain the audience, or for competition.",Yes. Dont forget about the changing slogans that can get you up going to get you into physical activity.,0.0
860,860,Game design,3,"Strategy games are the best! I prefer video games as a platform over board games, mainly because it takes up less space. How do you feel about video games?",She likes them,"Game design creates goals, rules and challenges to define a board game, card game, dice game, casino game, role-playing game, sport, video game, war game or simulation that produces desirable interactions among its participants and, possibly, spectators.",I'm a big fan of open world games like GTA! Games like that have inspired a lot of research in fields of AI and probability.,0.0
861,861,Bowling,4,"Cool, yeah I've always enjoyed watching the pros on TV always get the strikes. ",Giuliani made frequent appearances on radio and television on September 11 and afterwards,"Further strings of strikes are referred to as the number with the word ""bagger"", such as ""four-bagger"" for four consecutive strikes.","what about ""turkey""? three consecutive strikes?",0.0
863,863,Guns N' Roses,3,me too!  Do you remember when they came on the scene?  Like late 80's?,Perchik,"After leaving Guns N' Roses in 1996, he co-founded the supergroup Velvet Revolver, which re-established him as a mainstream performer in the mid to late 2000s.",I do.  The 80s was a great time for dance and new wave music.  I believe the 80s is the staple of what music is today.,0.0
864,864,Elvis Presley,4,"I think I've heard of Tupelo before, didn't they build some kind of museum there or something to honor Elvis?","Elvis was born in Tupelo, Mississippi and moved to Memphis when he was 13 years","""Hound Dog"" has been recorded more than 250 times.","That I'm not sure about.  But more on Elvis Presley, he was regarded as the King of Rock and Roll!",0.0
865,865,Instagram,4,Sounds like a lot of fun! Is it easy to use the application or website?,"Andrew Farriss convinced his fellow Davidson High School classmate, Michael Hutch","Bow Wow Wow are an English 1980s new wave band, created by Malcolm McLaren.",It is easy to use. I also find lots of U2 pop album music there. ,0.0
866,866,Guns N' Roses,3,"That makes sense, it was a bit before my time, how albums have the sold in total?",35 million,"The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.","To date, they've release 6 studio albums that sold over 100million albums total.",0.0
868,868,Green,3,it is also a sign of life like gress or leaves,Zhang Heng's mechanical inventions influenced later Chinese inventors such as Yi X,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,"In nature, green is a sign of chlorophyll.",0.0
869,869,Bodybuilding supplement,4,How far back does that go? When did athletics come about?,"After a four-year hiatus, rumours of mental illness began to","Later, bodybuilder Earle Liederman advocated the use of ""beef juice"" or ""beef extract"" (basically, consomme) as a way to enhance muscle recovery.",Since Ancient times...many cultures have been using supplements since ancient times.,0.0
870,870,Bowling,3,"In bowling a perfect score is 300, and it's almost impossible to do.",The Cat in the Hat,"One of the most infamous of splits is the 7–10 split, often called ""goal posts"" or ""bedposts"", where the bowler is left with the leftmost and the rightmost pin in the back row (the ""number 7"" and ""number 10"") to knock down with a single ball to achieve a spare.",Wow! To achieve a score of 300 it means that you have 12 strikes in a row. Have you ever achieved this score?,0.0
871,871,Green,4,No I haven't. Can you tell me more?,Merleau-Ponty distinguishes between primary and secondary modes of expression.,"Colour can indeed influence a person; however, it is important to remember that these effects differ between people.",Sure! For example study suggest that heterosexual men tend to report that red outfits enhance the attractiveness of women.,0.0
872,872,"On-again, off-again relationship",4,Sounds like a plan I was once in the same position and things worked out great.,"After graduating from university, his girlfriend moved to a different city to pursue further education,","Much of the service is free, but Skype Credit or a subscription is required to call a landline or a mobile phone number.",Do you know what Skype is? It lets you see each other and send messages on your computer. Did you use it in your own long distance relationship?,0.0
873,873,Kurt Cobain,3,"Yes, he was!  His music was wonderful and his loss was one of many musician tragedies.","Brian Molko and Stefan Olsdal met by chance in 1994, in London,","Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.","Cobain was born in Aberdeen, Washington",0.0
875,875,Kurt Cobain,3,That is awesome. I really loved the song Smells Like Teen Spirit. It's too bad he took his own life.,Colour by Numbers,"Yes are an English rock band formed in London in 1968 by singer Jon Anderson, bassist Chris Squire, guitarist Peter Banks, keyboardist Tony Kaye, and drummer Bill Bruford.","Yes, I will never forget April 8, 1994 the day Courtney found him dead.",0.0
877,877,Elvis Presley,4,ITS TOO BAD ,Sam was not hurt in the car crash.,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",he pioneered rockabilly how neat is thaty,0.0
878,878,Elvis Presley,3,I really don't I mean some of his stuff was okay but I guess I'm not the most familiar with his entire catalog.,Hennigan rekindled an old feud facing off against Shelton Benjamin in,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","You should be ashmed of your self. Presley's first RCA single, ""Heartbreak Hotel"" was America's top selling song.",0.0
879,879,Accounting,3,It is quite interesting. My sister-in-law is an accountant. She works for a big company.,1956,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",That can be daunting with all those numbers to crunch but financial reporting is important since that is basically a synonym for accounting.,0.0
880,880,Bowling,4,"Yeah the good shoes really help you slide on the lane, since that is a big part of throwing the ball well.",Zero 7,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",So do these shoes help get all pins knocked down on the first roll?,0.0
881,881,Instagram,3,Ya. That is why you get messages in FB about Instagram. I heard the younger people like Instagram better than FB. ,The younger people like Instagram better than FB.,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,"I am not too old, mainly lazy.  Originally Instagram only allowed photos to be uploaded in a distinct square shape.  ",0.0
883,883,Military rank,4,"A star system, what does that consist of",Kit ran away from his apprenticeship.,"(Although a major outranks a lieutenant, a lieutenant outranks a sergeant-major).","one star on lapel the lowest ran, up to I THINK 5 stars for the highest.  Maybe 4.  So a 1 star general not as important as a 4 star general.",0.0
884,884,American football,4,"Interesting, how old isit vs soccer aka futbol","Henry returned on the March 12, 2015 episode of SmackDown, confronting Roman Reign","The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.","i dont know if you know this but the team with the most points at the end of the game, wins.",0.0
885,885,Green,4,That's so interesting! What else can you tell me about green?,Posner rejects the concept of animal rights.,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.","It is really interesting that  By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize",0.0
886,886,Nickelback,4,Is Chad the guy with the matted long blond hair? He certainly seems to be the face of the band.,Susanna Boylston,"The band signed with Roadrunner Records in 1999 and re-released their once-independent album ""The State"".","Yes, and they are actually one of the top bands from Canada. They sold over 50 million albums around the world. They were ranked 11th in best selling music acts",0.0
887,887,Bowling,3,What is the object of the game? ,John Butler Trio,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",i think the target is usually to knock over pins at the end of a lane,0.0
889,889,Nickelback,3,oh so you are not a fan? I think the music is ok.  I only mentioned them because they have sentimental value to me as I met my wife at their concert.  I was given free tickets in work and decided to go and accidently met the woman I later fell in love with.,He was a factory worker.,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",Rock music of Canada is a wide and diverse part of the general music of Canada,0.0
890,890,Skiing,4,What does cross country skiing involve? How does it work?,Wizard: Cross country skiing involves a lot of walking.,Skiing has a history of almost five millennia.,"Its a type of move across snow-covered terrain, rather than using ski lifts or other forms of assistance",0.0
891,891,Green,4,Oh really? Can you tell me more about that? ,The Platters formed in Los Angeles in 1952 and were initially managed by Federal Records A&,"Factors such as gender, age, and culture can influence how an individual perceives color.",Sure thing! It covers many different topics including how color can even influence the taste of food.,0.0
892,892,Harry Potter,3,"That is good, my girlfriend is obsessed with them, she even likes the new Fantastic Beasts movies","It allowed them to sign legendary outside-half Jonathan Davies back from rugby league, and anothero","They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","Yes, I thought it was good as well. It is an extension of the wizarding world from the Harry Potter series.",0.0
893,893,American football,3,The word refers to the action of a foot kicking a ball. but can also refer to a variety of different games.,"Dominic Ierace was born in New Castle, Pennsylvania, but grew up in Ellwood","Currently (2016), there are multiple professional football leagues in North America: the three best known are the National Football League (NFL) and the Arena Football League (AFL) in the U.S. and the Canadian Football League (CFL) in Canada.","I know, I am talking about American football like the NFL or NCAA college games.  They are just around the corner.  Do you like football?",0.0
894,894,Genghis Khan,4,"He swept through the place though and annihilated everyone, he was quite impressive with his scale and speed",The Silesian State Philharmonic in Katowice held a concert devoted entirely to,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",Yep. He had a lot of large scale massacres of civilian populations.,0.0
895,895,Dylan's Candy Bar,3,Oh are they? What kind of candy is it?,The Merchandise Mart was modernized in the late 1950s and 1960s.,"It stocks 7,000 candies from around the world.",Dylan's Candy Bar is a candy supplier,0.0
896,896,Kurt Cobain,4,"For the life of me I can't think of any song titles, but I know I have heard some.",Wizard: I'm sure you have heard some of Kurt Cobain's songs,"On April 8, 1994, Kurt Cobain, the lead singer of the grunge band Nirvana, was found dead at his home, located at 171 Lake Washington Boulevard East in Seattle, Washington.","You probably heard ""Smells Liek Teen Spirit"", it was their big hit. ",0.0
897,897,Paramedic,4,do you know if it has changed over the years,The role varies wildly in responsibilities.,There are different models of care for EMS providers which significantly influence the scope of practice of paramedics in an area.,"I'm not sure, but paramedic role is closely related to other healthcare positions. Paramedicals usually have more responsibility and autonomy than a medical tech role.  ",0.0
898,898,Guns N' Roses,3,"Yes, the best rock band ever.","Rodriguez was arrested for assault after getting into a fight with her roommate, but charges were","Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",Cool! When were they formed?,0.0
899,899,Kurt Cobain,4,which is your favorite song sung by him?,Lecter does not fit any known psychological profile.,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American singer, songwriter, and musician.",Not sure cobain had so many good songs on Nirvana,0.0
900,900,Accounting,3,But you are a wizard!  You can magic anything!,"Jagger's relationship with bandmate Keith Richards is frequently described as ""love/","""Growing Up With Hello Kitty"" is a DVD production, currently available in two volumes, featuring Hello Kitty and her twin sister Mimmy as they learn life lessons.","I would turn everything into Hello Kitty! Even as an adult, I love her!",0.0
901,901,Nickelback,3,What kind of music do you like?,John Belushi was on Saturday Night Live from 1975 to 1977.,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",I would have to say my favorite kind of music is classical and metal.,0.0
902,902,Ireland,4,Do you know why there are conflicts/,"Zappa formed a new version of the Mothers (from then on, he","As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",The island has a enormous amount of vegetation. But the climatic condition varies a lot.,0.0
904,904,Elvis Presley,3,Do you know if his hair was a natural jet black?,Sven got his doctorate in psychology at the University of Halle-Wittenberg,no_passages_used,"Oh wow, I would have thought it was dyed that color. He definitely made himself known as the lead person of rock and roll!",0.0
906,906,American football,3,"Yes, American football. I just watch it on tv nowadays though.",The XFL was a professional American football league that played its only season in 2001.,The XFL was a professional American football league that played its only season in 2001.,WHAT ABOUT COLLEGE FOOTBALL? THATS WHERE THE RULES FIRST GAINED POPULARITY IN THE US RIGHT?,1.0
907,907,Hunting,4,"I am in full support if it is done for food, and to use every part of the animal, but not for recreation","Dita has performed in adult and mainstream films. In her early years, she appeared in","Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.","Hunting advocates state that hunting can be a necessary component of modern wildlife management, ",0.0
908,908,Accounting,4,Are there any institution you know that I can enrol?,The Morrison Hotel,"Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.","Well you can attend Ondokuz Mayıs University (OMU) is a major state university founded in 1975 ,in Turkey.",0.0
910,910,Skiing,4,"I don't, I never have and don't have the desire to.",He won an amazing 10 Man-of-the-Match awards in all forms of international,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",I totally get that. Skiing has been around for almost five millennia.,0.0
911,911,Neurosurgery,4,I find it so amazing that we can do this now with our technology. How long have people been operating on brains. It seems like something very new to me.,Hazare and the youth group decided to take up the issue of alcoholism to drive,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.","Its not really a new thing, students study hard for it, the United States, a neurosurgeon must generally complete four years of undergraduate education, four years of medical school",0.0
912,912,Ireland,4,"I have never heard of the great potato famine, what is that?",Wizard: I have tons of relatives from Ireland. Many came over to the US during the great,"It is sometimes referred to, mostly outside Ireland, as the Irish Potato Famine, because about two-fifths of the population was solely reliant on this cheap crop for a number of historical reasons.",Over a million people died during that period and another million left Ireland.  It was caused by potato blight.,0.0
913,913,Green,4,"That makes sense, when I think of green I think of nature.","Toni Morrison was born in Lorain, Ohio, to Ramah (ne",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Absolutely, in fact that is why many creatures have adapted by taking on a green hue as camouflage so they can hide in nature.",0.0
914,914,Irish coffee,3,"I have, I thought I came up with it, turns out; I just have a drinking problem. ","Lew was born in Brookville, Indiana. He was the second of four sons born","Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","Well it depends on how much whisky you pour lol, I like my Irish coffee strong.",0.0
915,915,American football,3,"Yeah I mean it should just be called football though, its funny the rest of the world call football soccer",Ludwig Mies van der Rohe,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","It kinda makes sense, since American football or gridiron doesn't involve the foot that much.",0.0
916,916,Bowling,3,"I know!  I love it when I just knock one down - LOL!!  My kids want to WIN, I just like playing.","Tittle threw the ball from a sidearm, almost underhand position, something","In pin bowling variations, the target is usually to knock over pins at the end of a lane.","Since it is one of the major throwing sports, it is a lot loke the javelin throw.",0.0
919,919,Bowling,3,"Thats not so bad, What kind of bowling ball do you use, any suggestions? ","White replaced original Oasis drummer Tony McCarroll in May 1995 and was immediately """,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,I only have used the bowling balls provided at the bowling alley. Most of the time I use the 12lb ball. Most of the time I hold the ball in the palm of my hand when I throw it.,0.0
921,921,Bodybuilding supplement,3,Meat and wine as supplements? Sign me up.,Flav came to prominence as a founding member and hype man of the rap group Public,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.","Haha, yeah I know right.! But if you wanted to try something else that is less protein, there are a variety of herbal concoctions and tonics available on the market. In fact these have also been used for centuries by ancient athletes to increase their strength and stamina",0.0
922,922,Green,3,I never heard that before. Why was green associated with the banker class?,It was the color of the banker class.,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,"Well it was mainly that they wanted to be close to nobility so they wanted an official color too, like Red was for the nobility",0.0
923,923,Online shopping,3,what did you often purchase?,"Charles V visited Flanders, a last requisition of France.","Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.","Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone!",0.0
924,924,Green,4,yes of course emeralds are really pretty.,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at","Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",Emeralds have a classification of toughness as poor.,0.0
925,925,Hot dog,4,"yes I am an Agricultural Business student, I dont know how to start it up in United state",Wizard: Well I am a big fan cooked sausage in a general term. Apprentice:,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",You can read about stuffs like that and the government bodies like the FDA n overseeing poultry production,0.0
926,926,Accounting,4,That is a long time ago!,Cohan appeared in 1930 in a revival of his tribute to vaudeville and his,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Yea that surprised me also. Accounting is also known as the ""language of business"". It conveys financial information to management, creditors, and investors about an entities position",0.0
929,929,Kurt Cobain,3,I've heard a few of his songs but not a huge know it all about anything of his,"Merman was married and divorced four times. Her first marriage, in 1940, was to","Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters?,0.0
930,930,Green,3,I always find this interesting. What else can you tell me about the color green?,Shen Kuo was born in Qiantang (modern-day Hangzhou) in,Photosynthesis is a process used by plants and other organisms to convert light energy into chemical energy that can later be released to fuel the organisms' activities (energy transformation).,"Well, I can tell you that most plants in nature are green, due to photosynthesis.",0.0
931,931,Guns N' Roses,3,"Nice! I see you would categorize them as a hard rock band, are there any other genres that you think they can fit in?","Rosalynn returned to the campaign trail, this time on a national quest to gather",The band achieved commercial success in both Australia and the United States.,No I would only place them in that category from the sound of the drummers and guitarist they are perfect for that genre. ,0.0
932,932,Ireland,3,Really? Is the UK and Scotland the other two?,Peter buys a TiVo.,"Situated in the North Atlantic, the islands have a total area of approximately 315,159 km, and a combined population of just under 70 million.","Great Britain is one of them, but I am unsure about Scotland. Great Britain is larger than Ireland.",0.0
933,933,Auto racing,3,What is the best kind of race car?,"Seabiscuit was injured during a race. Woolf, who was riding him, said",The regulations governing the cars are unique to the championship.,"When it comes to auto racing and motorsports, the fastest automobiles are usually formula 1 cars",0.0
934,934,Stock market,4,Neat! I have always heard good things about Apple and Tesla. Amazon would have been great to get into 10 years ago!,Orci and Kurtzman were asked to write the script for a new Star Trek,no_passages_used,"You know a fun fact about stock markets is that, while the U.S> has the largest stock market, Tiny Japan has the second largest, even beating out China!",0.0
935,935,Bowling,3,The target being pins I guess! That's the extent of my knowledge! Do I have to knock them all down on my first try?,"Jimmy was becoming ""big in Japan"", and in 1972 had a #1 hit in the United","The maximum score is 300, which is achieved by getting 12 strikes in a row.","The goal is to get a strike. you get a strike when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",0.0
937,937,Nickelback,4,Sounds very familiar. And whats their most popular song?,"""How You Remind Me""","""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.","""How You Remind Me"" was listed as the best-selling song.",1.0
939,939,Harry Potter,3,J.K. was truly imaginative and full of dream-like creativity in developing the characters. I just adore the story-telling of this book,Harry Potter was created by JK Rowling. Do you like it?,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",I think it's cool that it chronicled the life of wizards at hogwarts.  I'm glad you like it.  What movie was your favorite,0.0
940,940,Green,4,Why are plants green?,The color green is between blue and yellow on the visible spectrum.,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",They're green mainly because of chlorophyll  ,0.0
941,941,Green,4,What else can you tell me about the color green?,Carson's subsequent comments that Americans would only have to sustain Trump for four years if ,"Saint Patrick's Day, although a legal holiday only in Suffolk County, Massachusetts (where it is recognized alongside Evacuation Day) and Savannah, Georgia, is nonetheless widely recognized and celebrated throughout the United States.",The color green has a very rich history in Gaelic and Irish culture,0.0
942,942,Accounting,4,What is it about being an accountant that you enjoy?,The album was originally released as a European exclusive through Lost & Found Records.,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",It is that feeling you have when you do the financial reporting. And to let you know accounting is sometimes called financial reporting,0.0
943,943,Cheerleading,4,True -- and it's not just limited to football games anymore. There are dedicated competitions for cheerleading and cheerleaders -- and they are *serious*!,Cosmogramma,Cheerleading began during the late 18th century with the rebellion of male students.,"yeah! in fact it can be performed to motivate sports teams, or to entertain the audience, or just for competition.",0.0
944,944,Green,4,Have you ever seen Kadzu before? it's an invasive weed that grows up on trees and devours them with vibrant green breauty,Titas announced in their official website that drummer Charles Gavin would leave the band for,"This has earned it the nickname, ""The vine that ate the South"".",Yes kudzu was an invasive species that really spread like crazy causing damage everywhere,0.0
