,id,response,cand,question,knowledge,knowledge_ans,score
2283,870,The Cat in the Hat,The Cat,Who is in the Hat?,"One of the most infamous of splits is the 7–10 split, often called ""goal posts"" or ""bedposts"", where the bowler is left with the leftmost and the rightmost pin in the back row (the ""number 7"" and ""number 10"") to knock down with a single ball to achieve a spare.",[CLS],0.0
2284,870,The Cat in the Hat,the Hat,Where is the Cat?,"One of the most infamous of splits is the 7–10 split, often called ""goal posts"" or ""bedposts"", where the bowler is left with the leftmost and the rightmost pin in the back row (the ""number 7"" and ""number 10"") to knock down with a single ball to achieve a spare.",[CLS],0.0
2285,871,Merleau-Ponty distinguishes between primary and secondary modes of expression.,Merleau-Ponty,What distinguishes between primary and secondary modes of expression?,"Colour can indeed influence a person; however, it is important to remember that these effects differ between people.",[CLS],0.0
2286,871,Merleau-Ponty distinguishes between primary and secondary modes of expression.,expression,Merleau-Ponty differentiates between primary and secondary modes of what?,"Colour can indeed influence a person; however, it is important to remember that these effects differ between people.",[CLS],0.0
2287,872,"After graduating from university, his girlfriend moved to a different city to pursue further education,",university,After graduating from what institution did his girlfriend move to another city?,"Much of the service is free, but Skype Credit or a subscription is required to call a landline or a mobile phone number.",[CLS],0.0
2288,872,"After graduating from university, his girlfriend moved to a different city to pursue further education,",his girlfriend,Who moved to a different city to pursue further education?,"Much of the service is free, but Skype Credit or a subscription is required to call a landline or a mobile phone number.",[CLS],0.0
2289,872,"After graduating from university, his girlfriend moved to a different city to pursue further education,",a different city,Where did his girlfriend move after graduating from university?,"Much of the service is free, but Skype Credit or a subscription is required to call a landline or a mobile phone number.",[CLS],0.0
2290,872,"After graduating from university, his girlfriend moved to a different city to pursue further education,",further education,What did his girlfriend want to pursue after graduating from university?,"Much of the service is free, but Skype Credit or a subscription is required to call a landline or a mobile phone number.",[CLS],0.0
2291,873,"Brian Molko and Stefan Olsdal met by chance in 1994, in London,",Brian Molko,Who met Stefan Olsdal?,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",[CLS],0.0
2292,873,"Brian Molko and Stefan Olsdal met by chance in 1994, in London,",Stefan Olsdal,Who did Brian Molko meet in London?,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",[CLS],0.0
2293,873,"Brian Molko and Stefan Olsdal met by chance in 1994, in London,",1994,When did Molko and Olsdal meet?,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",[CLS],0.0
2294,873,"Brian Molko and Stefan Olsdal met by chance in 1994, in London,",London,Where did Molko and Olsdal meet?,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",[CLS],0.0
2295,873,"Brian Molko and Stefan Olsdal met by chance in 1994, in London,",chance,By what means did Molko and Olsdal meet?,"Nirvana's debut album ""Bleach"" was released on the independent record label Sub Pop in 1989.",[CLS],0.0
2296,874,no,NO_Q,NO_Q,The complementary color of rose is spring green.,NO_Q,-1.0
2297,875,Colour by Numbers,Numbers,Colour is determined by what?,"Yes are an English rock band formed in London in 1968 by singer Jon Anderson, bassist Chris Squire, guitarist Peter Banks, keyboardist Tony Kaye, and drummer Bill Bruford.",[CLS],0.0
2298,875,Colour by Numbers,Colour,What do numbers represent?,"Yes are an English rock band formed in London in 1968 by singer Jon Anderson, bassist Chris Squire, guitarist Peter Banks, keyboardist Tony Kaye, and drummer Bill Bruford.",[CLS],0.0
2299,876,no,NO_Q,NO_Q,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",NO_Q,-1.0
2300,877,Sam was not hurt in the car crash.,Sam,Who was not hurt in the crash?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
2301,877,Sam was not hurt in the car crash.,the car crash,What caused Sam to be unhurt?,"With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",[CLS],0.0
2302,878,Hennigan rekindled an old feud facing off against Shelton Benjamin in,Hennigan,Who rekindled a feud with Shelton Benjamin?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
2303,878,Hennigan rekindled an old feud facing off against Shelton Benjamin in,Shelton Benjamin,Who did Hennigan face off against?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
2304,878,Hennigan rekindled an old feud facing off against Shelton Benjamin in,an old feud,What did Hennigan rekindle?,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",cultural,0.0
2305,879,1956,1956,In what year was the last year of World War II?,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",[CLS],0.0
2306,880,Zero 7,Zero,What is the value of the number 7?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",[CLS],0.0
2307,881,The younger people like Instagram better than FB.,Instagram,What social network do younger people prefer?,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,[CLS],0.0
2308,881,The younger people like Instagram better than FB.,The younger people,Who likes Instagram more than Facebook?,The massive influx of personal information that has become available online and stored in the cloud has put user privacy at the forefront of discussion of the databases ability to safely store such personal information.,[CLS],0.0
2309,882,no,NO_Q,NO_Q,"The most commonly given ethical objection to meat-eating is that, for most people living in the developed world, it is not necessary for survival or health; slaughtering animals solely because people enjoy the taste of meat is argued by some to be wrong and morally unjustifiable.",NO_Q,-1.0
2310,883,Kit ran away from his apprenticeship.,Kit,Who ran away from his apprenticeship?,"(Although a major outranks a lieutenant, a lieutenant outranks a sergeant-major).",[CLS],0.0
2311,883,Kit ran away from his apprenticeship.,his apprenticeship,What did Kit run away from?,"(Although a major outranks a lieutenant, a lieutenant outranks a sergeant-major).",[CLS],0.0
2312,884,"Henry returned on the March 12, 2015 episode of SmackDown, confronting Roman Reign",Henry,"Who appeared on SmackDown on March 12, 2015?","The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",[CLS],0.0
2313,884,"Henry returned on the March 12, 2015 episode of SmackDown, confronting Roman Reign","March 12, 2015",When did Henry return to the show?,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",[CLS],0.0
2314,884,"Henry returned on the March 12, 2015 episode of SmackDown, confronting Roman Reign",SmackDown,What show did Henry return to?,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",[CLS],0.0
2315,884,"Henry returned on the March 12, 2015 episode of SmackDown, confronting Roman Reign",Roman Reign,Who did Henry confront on SmackDown?,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",[CLS],0.0
2316,884,"Henry returned on the March 12, 2015 episode of SmackDown, confronting Roman Reign",the March,What month did Henry return to the show?,"The offense, which is the team controlling the oval-shaped football, attempts to advance down the field by running with or passing the ball, while the defense, which is the team without control of the ball, aims to stop the offense's advance and aims to take control of the ball for themselves.",[CLS],0.0
2317,885,Posner rejects the concept of animal rights.,Posner,Who rejects the concept of animal rights?,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.",[CLS],0.0
2318,885,Posner rejects the concept of animal rights.,animal rights,Posner rejects the concept of what?,"Several minerals have a green color, including the emerald, which is colored green by its chromium content.",[CLS],0.0
2319,886,Susanna Boylston,Susanna Boylston,Who is the name of the woman who is a member of the American Academy of Music?,"The band signed with Roadrunner Records in 1999 and re-released their once-independent album ""The State"".",[CLS],0.0
2320,887,John Butler Trio,John Butler,Who is the name of the Trio?,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",[CLS],0.0
2321,887,John Butler Trio,John Butler Trio,What is the name of the Trio?,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",[CLS],0.0
2322,888,no,NO_Q,NO_Q,"Mercy Ships currently operates the largest non-governmental hospital ship in the world, providing humanitarian aid like free health care, community development projects, community health education, mental health programs, agriculture projects, and palliative care for terminally ill patients.",NO_Q,-1.0
2323,889,He was a factory worker.,He,Who was a factory worker?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
2324,889,He was a factory worker.,a factory worker,What was his occupation?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
2325,890,Wizard: Cross country skiing involves a lot of walking.,Cross country skiing,What involves a lot of walking?,Skiing has a history of almost five millennia.,[CLS],0.0
2326,890,Wizard: Cross country skiing involves a lot of walking.,a lot,How much walking does cross country skiing involve?,Skiing has a history of almost five millennia.,[CLS],0.0
2327,890,Wizard: Cross country skiing involves a lot of walking.,walking,What does cross country skiing involve a lot of?,Skiing has a history of almost five millennia.,[CLS],0.0
2328,891,The Platters formed in Los Angeles in 1952 and were initially managed by Federal Records A&,Los Angeles,Where were The Platters formed?,"Factors such as gender, age, and culture can influence how an individual perceives color.",[CLS],0.0
2329,891,The Platters formed in Los Angeles in 1952 and were initially managed by Federal Records A&,1952,When did The Platters form?,"Factors such as gender, age, and culture can influence how an individual perceives color.",[CLS],0.0
2330,891,The Platters formed in Los Angeles in 1952 and were initially managed by Federal Records A&,Federal Records A&,Who initially managed The Platters?,"Factors such as gender, age, and culture can influence how an individual perceives color.",[CLS],0.0
2331,891,The Platters formed in Los Angeles in 1952 and were initially managed by Federal Records A&,The Platters,What band was formed in Los Angeles in 1952?,"Factors such as gender, age, and culture can influence how an individual perceives color.",[CLS],0.0
2332,891,The Platters formed in Los Angeles in 1952 and were initially managed by Federal Records A&,Federal Records A,Who initially managed The Platters?,"Factors such as gender, age, and culture can influence how an individual perceives color.",[CLS],0.0
2333,892,"It allowed them to sign legendary outside-half Jonathan Davies back from rugby league, and anothero",rugby league,What league did they sign Jonathan Davies back from?,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.",[CLS],0.0
2334,892,"It allowed them to sign legendary outside-half Jonathan Davies back from rugby league, and anothero",anothero,"Along with Jonathan Davies, who did the club sign?","They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.",[CLS],0.0
2335,893,"Dominic Ierace was born in New Castle, Pennsylvania, but grew up in Ellwood",New Castle,What city was Dominic Ierace born?,"Currently (2016), there are multiple professional football leagues in North America: the three best known are the National Football League (NFL) and the Arena Football League (AFL) in the U.S. and the Canadian Football League (CFL) in Canada.",[CLS],0.0
2336,893,"Dominic Ierace was born in New Castle, Pennsylvania, but grew up in Ellwood",Pennsylvania,In what state was Dominic Ierace born?,"Currently (2016), there are multiple professional football leagues in North America: the three best known are the National Football League (NFL) and the Arena Football League (AFL) in the U.S. and the Canadian Football League (CFL) in Canada.",[CLS],0.0
2337,893,"Dominic Ierace was born in New Castle, Pennsylvania, but grew up in Ellwood",Ellwood,Where did Dominic Ierace grow up?,"Currently (2016), there are multiple professional football leagues in North America: the three best known are the National Football League (NFL) and the Arena Football League (AFL) in the U.S. and the Canadian Football League (CFL) in Canada.",[CLS],0.0
2338,893,"Dominic Ierace was born in New Castle, Pennsylvania, but grew up in Ellwood",Dominic Ierace,"Who was born in New Castle, Pennsylvania?","Currently (2016), there are multiple professional football leagues in North America: the three best known are the National Football League (NFL) and the Arena Football League (AFL) in the U.S. and the Canadian Football League (CFL) in Canada.",[CLS],0.0
2339,894,The Silesian State Philharmonic in Katowice held a concert devoted entirely to,The Silesian State Philharmonic,Who held a concert devoted entirely to philharmonic music?,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",[CLS],0.0
2340,894,The Silesian State Philharmonic in Katowice held a concert devoted entirely to,Katowice,Where was the Silesian State Philharmonic located?,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",[CLS],0.0
2341,894,The Silesian State Philharmonic in Katowice held a concert devoted entirely to,a concert,What did the Silesian State Philharmonic hold in Katowice?,"By the end of his life, the Mongol Empire occupied a substantial portion of Central Asia and China.",[CLS],0.0
2342,895,The Merchandise Mart was modernized in the late 1950s and 1960s.,The Merchandise Mart,What was modernized in the late 1950s and 1960s?,"It stocks 7,000 candies from around the world.",[CLS],0.0
2343,895,The Merchandise Mart was modernized in the late 1950s and 1960s.,the late 1950s and 1960s,When was the Merchandise Mart modernized?,"It stocks 7,000 candies from around the world.",[CLS],0.0
2344,896,Wizard: I'm sure you have heard some of Kurt Cobain's songs,Kurt Cobain's songs,Some of you have heard what?,"On April 8, 1994, Kurt Cobain, the lead singer of the grunge band Nirvana, was found dead at his home, located at 171 Lake Washington Boulevard East in Seattle, Washington.",[CLS],0.0
2345,897,The role varies wildly in responsibilities.,The role,What varies wildly in responsibilities?,There are different models of care for EMS providers which significantly influence the scope of practice of paramedics in an area.,[CLS],0.0
2346,897,The role varies wildly in responsibilities.,responsibilities,What does the role vary wildly in?,There are different models of care for EMS providers which significantly influence the scope of practice of paramedics in an area.,scope of practice,0.0
2347,898,"Rodriguez was arrested for assault after getting into a fight with her roommate, but charges were",Rodriguez,Who was arrested after getting into a fight with her roommate?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
2348,898,"Rodriguez was arrested for assault after getting into a fight with her roommate, but charges were",assault,What was Rodriguez arrested for?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
2349,898,"Rodriguez was arrested for assault after getting into a fight with her roommate, but charges were",a fight,What did Rodriguez get into with her roommate?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
2350,898,"Rodriguez was arrested for assault after getting into a fight with her roommate, but charges were",her roommate,Who did Rodriguez get into a fight with?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
2351,898,"Rodriguez was arrested for assault after getting into a fight with her roommate, but charges were",charges,What was the outcome of Rodriguez's arrest?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.",[CLS],0.0
2352,899,Lecter does not fit any known psychological profile.,Lecter,What does not fit any known psychological profile?,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American singer, songwriter, and musician.",[CLS],0.0
2353,899,Lecter does not fit any known psychological profile.,any known psychological profile,What does Lecter not fit?,"Kurt Donald Cobain (February 20, 1967 – April 5, 1994) was an American singer, songwriter, and musician.",[CLS],0.0
2354,900,"Jagger's relationship with bandmate Keith Richards is frequently described as ""love/",Jagger,Who has a relationship with Keith Richards?,"""Growing Up With Hello Kitty"" is a DVD production, currently available in two volumes, featuring Hello Kitty and her twin sister Mimmy as they learn life lessons.",[CLS],0.0
2355,900,"Jagger's relationship with bandmate Keith Richards is frequently described as ""love/",Keith Richards,"Jagger's relationship with whom is often described as ""love""?","""Growing Up With Hello Kitty"" is a DVD production, currently available in two volumes, featuring Hello Kitty and her twin sister Mimmy as they learn life lessons.",[CLS],0.0
2356,901,John Belushi was on Saturday Night Live from 1975 to 1977.,John Belushi,Who was on Saturday Night Live from 1975 to 1977?,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",[CLS],0.0
2357,901,John Belushi was on Saturday Night Live from 1975 to 1977.,Saturday Night Live,What television show was John Belushi on?,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",[CLS],0.0
2358,901,John Belushi was on Saturday Night Live from 1975 to 1977.,1975,In what year was John Belushi on Saturday Night Live?,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",[CLS],0.0
2359,901,John Belushi was on Saturday Night Live from 1975 to 1977.,1977,In what year did John Belushi stop appearing on Saturday Night Live?,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",[CLS],0.0
2360,902,"Zappa formed a new version of the Mothers (from then on, he",Mothers,What did Zappa form a new version of?,"As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",[CLS],0.0
2361,902,"Zappa formed a new version of the Mothers (from then on, he",Zappa,Who formed a new version of the Mothers?,"As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",[CLS],0.0
2362,902,"Zappa formed a new version of the Mothers (from then on, he",a new version,What did Zappa make of the Mothers?,"As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",[CLS],0.0
2363,902,"Zappa formed a new version of the Mothers (from then on, he",the Mothers,Who did Zappa form a new version of?,"As of 2013, the amount of land that is wooded in Ireland is about 11% of the total, compared with a European average of 35%.",[CLS],0.0
2364,903,no,NO_Q,NO_Q,"Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.",NO_Q,-1.0
2365,904,Sven got his doctorate in psychology at the University of Halle-Wittenberg,the University of Halle-Wittenberg,Where did Sven get his doctorate in psychology?,no_passages_used,[CLS],0.0
2366,904,Sven got his doctorate in psychology at the University of Halle-Wittenberg,psychology,What field of study did Sven earn his doctorate in?,no_passages_used,[CLS],0.0
2367,905,no,NO_Q,NO_Q,"The neurological process involved in the perception of heartache is not known, but is thought to involve the anterior cingulate cortex of the brain, which during stress may overstimulate the vagus nerve causing pain, nausea or muscle tightness in the chest.",NO_Q,-1.0
2368,906,The XFL was a professional American football league that played its only season in 2001.,XFL,What was the name of the professional American football league?,The XFL was a professional American football league that played its only season in 2001.,the xfl,1.0
2369,906,The XFL was a professional American football league that played its only season in 2001.,American,What nationality was the XFL?,The XFL was a professional American football league that played its only season in 2001.,american,1.0
2370,906,The XFL was a professional American football league that played its only season in 2001.,The XFL,What was the name of the professional American football league?,The XFL was a professional American football league that played its only season in 2001.,the xfl,1.0
2371,906,The XFL was a professional American football league that played its only season in 2001.,a professional American football league,What was the XFL?,The XFL was a professional American football league that played its only season in 2001.,a professional american football league,1.0
2372,907,"Dita has performed in adult and mainstream films. In her early years, she appeared in",Dita,Who has appeared in adult and mainstream films?,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",[CLS],0.0
2373,907,"Dita has performed in adult and mainstream films. In her early years, she appeared in",her early years,When did Dita appear in films?,"Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",[CLS],0.0
2374,908,The Morrison Hotel,The Morrison Hotel,What is the name of the hotel?,"Financial accounting focuses on the reporting of an organization's financial information, including the preparation of financial statements, to external users of the information, such as investors, regulators and suppliers; and management accounting focuses on the measurement, analysis and reporting of information for internal use by management.",[CLS],0.0
2375,909,no,NO_Q,NO_Q,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",NO_Q,-1.0
2376,910,He won an amazing 10 Man-of-the-Match awards in all forms of international,10,How many Man-of-the-Match awards did he win?,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",[CLS],0.0
2377,911,Hazare and the youth group decided to take up the issue of alcoholism to drive,the youth group,Who did Hazare work with?,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.",[CLS],0.0
2378,911,Hazare and the youth group decided to take up the issue of alcoholism to drive,alcoholism,What issue did Hazare and the youth group decide to take up to drive?,"In most countries, neurosurgeon training requires a minimum period of seven years after graduating from medical school.",[CLS],0.0
2379,912,Wizard: I have tons of relatives from Ireland. Many came over to the US during the great,tons,How many Irish relatives are there?,"It is sometimes referred to, mostly outside Ireland, as the Irish Potato Famine, because about two-fifths of the population was solely reliant on this cheap crop for a number of historical reasons.",[CLS],0.0
2380,913,"Toni Morrison was born in Lorain, Ohio, to Ramah (ne",Toni Morrison,"Who was born in Lorain, Ohio?",It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
2381,913,"Toni Morrison was born in Lorain, Ohio, to Ramah (ne",Ohio,In what state was Toni Morrison born?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
2382,913,"Toni Morrison was born in Lorain, Ohio, to Ramah (ne",Ramah,Who was Toni Morrison's mother?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
2383,914,"Lew was born in Brookville, Indiana. He was the second of four sons born",Indiana,In what state was Lew born?,"Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.",[CLS],0.0
2384,914,"Lew was born in Brookville, Indiana. He was the second of four sons born",four,How many sons were there?,"Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.",[CLS],0.0
2385,914,"Lew was born in Brookville, Indiana. He was the second of four sons born",Lew,Who was the second of four sons born in Indiana?,"Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.",[CLS],0.0
2386,915,Ludwig Mies van der Rohe,Ludwig,What is the name of Mies van der Rohe?,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",[CLS],0.0
2387,916,"Tittle threw the ball from a sidearm, almost underhand position, something",Tittle,Who threw the ball from a sidearm position?,"In pin bowling variations, the target is usually to knock over pins at the end of a lane.",[CLS],0.0
2388,916,"Tittle threw the ball from a sidearm, almost underhand position, something",the ball,What did Tittle throw from a sidearm?,"In pin bowling variations, the target is usually to knock over pins at the end of a lane.",[CLS],0.0
2389,916,"Tittle threw the ball from a sidearm, almost underhand position, something",a sidearm,From where did Tittle throw the ball?,"In pin bowling variations, the target is usually to knock over pins at the end of a lane.",[CLS],0.0
2390,917,apprentice: i'm so glad you like instagram!,NO_Q,NO_Q,"Users can connect their Instagram account to other social media profiles, enabling them to share photos to those profiles as well.",NO_Q,-1.0
2391,918,no,NO_Q,NO_Q,"The culture of the United Kingdom is influenced by the UK's history as a developed island country, a liberal democracy and a major power; its predominantly Christian religious life; and its composition of four countries—England, Wales, Scotland and Northern Ireland—each of which has distinct customs, cultures and symbolism.",NO_Q,-1.0
2392,919,"White replaced original Oasis drummer Tony McCarroll in May 1995 and was immediately """,Tony McCarroll,Who was the original drummer for the Oasis?,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,[CLS],0.0
2393,919,"White replaced original Oasis drummer Tony McCarroll in May 1995 and was immediately """,May 1995,When did White replace Tony McCarroll?,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,[CLS],0.0
2394,919,"White replaced original Oasis drummer Tony McCarroll in May 1995 and was immediately """,White,Who replaced Tony McCarroll?,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,[CLS],0.0
2395,919,"White replaced original Oasis drummer Tony McCarroll in May 1995 and was immediately """,May,In what month of 1995 did White replace Tony McCarroll?,A bowling ball is a piece of sporting equipment used to hit bowling pins in the sport of bowling.,[CLS],0.0
2396,920,"wizard: no, i don't play any sports.",NO_Q,NO_Q,"Physiologically, it is largely aerobic in nature and requires stamina as well as mental strength.",NO_Q,-1.0
2397,921,Flav came to prominence as a founding member and hype man of the rap group Public,Public,What rap group did Flav join?,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.",[CLS],0.0
2398,921,Flav came to prominence as a founding member and hype man of the rap group Public,Flav,Who was a founding member of Public?,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.",[CLS],0.0
2399,921,Flav came to prominence as a founding member and hype man of the rap group Public,prominence,What did Flav achieve as a member of Public?,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.",[CLS],0.0
2400,921,Flav came to prominence as a founding member and hype man of the rap group Public,a founding member and hype man,What role did Flav play in the rap group Public?,"Under DSHEA, responsibility for determining the safety of the dietary supplements changed from government to the manufacturer and supplements no longer required approval from the U.S. Food and Drug Administration (FDA) before distributing product.",[CLS],0.0
2401,922,It was the color of the banker class.,the color,What did the banker class have in common?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
2402,922,It was the color of the banker class.,the banker class,What was the color of?,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,[CLS],0.0
2403,923,"Charles V visited Flanders, a last requisition of France.",Charles V,Who was the last requisition of France?,"Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.",[CLS],0.0
2404,923,"Charles V visited Flanders, a last requisition of France.",France,"Charles V visited Flanders, a last requisition of what country?","Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.",[CLS],0.0
2405,923,"Charles V visited Flanders, a last requisition of France.",Flanders,Where did Charles V visit?,"Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.",[CLS],0.0
2406,924,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at",Dan Marino,"Whose jersey number was retired on September 17, 2000?","Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",[CLS],0.0
2407,924,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at",13,What was Dan Marino's jersey number?,"Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",[CLS],0.0
2408,924,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at","Sunday, September 17, 2000",When was Dan Marino's jersey number retired,"Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",[CLS],0.0
2409,924,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at",Sunday,On what day was Marino's jersey retired?,"Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",[CLS],0.0
2410,924,"Dan Marino's jersey number of 13 was retired on Sunday, September 17, 2000, at",September,What month did Marino retire his jersey number?,"Most emeralds are highly included, so their toughness (resistance to breakage) is classified as generally poor.",[CLS],0.0
